Unnamed: 0,Site,ID,SampleDate,Latitude,Longitude,SoilC.kg.m2,SoilN.kg.m2,Roots.kg.m2,percentC,...1,Blue,Green,Red,NIR,SWIR_1,SWIR_2,Flow,Elevation,Slope,Minimum_temperature,Maximum_temperature,peak_date
395,Upper Truckee Marsh,UTM9,2021-10-18,38.93782224,-120.001457,4.759829693,0.422946027,1.702466203,,,36623,34628,33811,33397,21577,20848,1,1899,8.101246593489162,271.1000061035156,288.3999938964844,2021-12-11
396,Upper Truckee Marsh,UTMC1,2021-10-18,38.93642798,-120.001982,4.452234643,0.321299986,0.483920187,,,36802,34499,33915,33416,21454,20789,3,1899,6.219303019331669,271.1000061035156,288.3999938964844,2021-12-11
397,Upper Truckee Marsh,UTMC2,2021-10-18,38.93666803,-120.002111,3.551687574,0.291168902,0.47225946,,,36775,34607,33915,33396,21542,20889,3,1897,1.510291131502806,271.1000061035156,288.3999938964844,2021-12-11
398,Upper Truckee Marsh,UTMC3,2021-10-18,38.93685302,-120.002202,1.849484341,0.137243032,0.256536003,,,36775,34607,33915,33396,21542,20889,3,1898,4.777196610525152,271.1000061035156,288.3999938964844,2021-12-11
399,Upper Lacey,ULA1,2021-10-15,39.45528496,-120.430683,8.819243801,0.739646207,1.043635103,,,45125,42736,43374,41156,8931,10072,74,2096,3.893581633545615,271.20001220703125,284.20001220703125,2021-12-18
400,Upper Lacey,ULA2,2021-10-15,39.45519997,-120.430439,8.565936473,0.675654355,1.323492562,,,45513,44240,45045,42567,9049,10207,74,2098,2.7802885155287553,271.20001220703125,284.20001220703125,2021-12-18
401,Upper Lacey,ULA3,2021-10-15,39.45364303,-120.432238,7.491941157,0.643102334,0.069964364,,,43670,43379,44735,43793,10010,10704,7,2099,3.893572816197476,271.20001220703125,284.20001220703125,2021-12-11
402,Upper Lacey,ULA4,2021-10-15,39.45354798,-120.431887,4.456634669,0.339008294,0.040812546,,,42532,42663,43994,43026,9850,10553,7,2098,3.7158017856992362,271.20001220703125,284.20001220703125,2021-12-11
403,Upper Lacey,ULA5,2021-10-15,39.45251198,-120.433988,18.74439002,1.838835535,1.066956559,,,41158,40699,42146,42831,9088,10012,69,2100,2.4009480329829676,271.20001220703125,284.20001220703125,2021-12-11
404,Upper Lacey,ULA6,2021-10-15,39.45229598,-120.433845,9.400822657,0.872396664,0.577206008,,,43424,43790,45154,43906,9512,10449,69,2100,2.4009480329829676,271.20001220703125,284.20001220703125,2021-12-11
405,Van Norden,NC1,2021-07-01,39.31943518,-120.373859,5.163908748,0.354080227,6.500855535,2.173880195,,47836,46369,46636,42438,8099,8572,2,2067,0.0,286.29998779296875,298.8999938964844,2021-02-10
406,Van Norden,NC1,2022-07-06,39.31943518,-120.373859,4.458376626,0.28484386,1.615010747,4.636460526,,47148,45789,45975,43088,9610,10206,2,2067,0.0,281.20001220703125,289.6000061035156,2022-12-14
407,Van Norden,NC10,2021-07-01,39.31978512,-120.375709,7.0549608,0.422573131,0.845402738,2.648628483,,41739,39790,39621,39611,24733,23657,90,2067,0.0,286.29998779296875,298.8999938964844,2021-01-25
408,Van Norden,NC10,2022-07-06,39.31978512,-120.375709,1.555692008,0.151241868,1.486742746,1.218268952,,47327,46078,46314,43340,10497,11081,90,2067,0.0,281.20001220703125,289.6000061035156,2022-12-14
409,Van Norden,NC2,2022-07-06,39.31957617,-120.373989,3.17257668,0.213637356,2.582851123,2.796153311,,47148,45789,45975,43088,9610,10206,2,2067,0.0,281.20001220703125,289.6000061035156,2022-12-14
410,Van Norden,NC3,2021-07-01,39.31948816,-120.3741231,7.905192932,0.480104191,3.778075684,2.872346734,,41727,40837,41715,41419,9257,9564,2,2067,0.0,286.29998779296875,298.8999938964844,2021-02-10
411,Van Norden,NC3,2022-07-06,39.31948816,-120.3741231,1.285939363,0.117802557,3.894682958,1.338226041,,47260,45991,46295,43384,9823,10416,2,2067,0.0,281.20001220703125,289.6000061035156,2022-12-14
412,Van Norden,NC4,2022-07-06,39.31938212,-120.37401,1.659443266,0.203177513,1.684975112,1.305062362,,47148,45789,45975,43088,9610,10206,2,2067,0.0,281.20001220703125,289.6000061035156,2022-12-14
413,Van Norden,NC5,2021-07-01,39.31926419,-120.37391,3.590637039,0.254086687,1.504233837,1.873351876,,48766,47327,47610,42640,7703,8167,2,2067,0.0,286.29998779296875,298.8999938964844,2021-02-10
414,Van Norden,NC5,2022-07-06,39.31926419,-120.37391,1.669666318,0.156755698,2.332145484,2.349166302,,47920,46780,47157,44199,9709,10312,2,2067,0.0,281.20001220703125,289.6000061035156,2022-12-14
415,Van Norden,NC6,2021-07-01,39.31971312,-120.375465,10.68440507,0.703052404,1.708296567,4.58193024,,41739,39790,39621,39611,24733,23657,90,2067,0.0,286.29998779296875,298.8999938964844,2021-01-25
416,Van Norden,NC6,2022-07-06,39.31971312,-120.375465,3.821002118,0.324475804,1.218546015,3.39795302,,47327,46078,46314,43340,10497,11081,90,2067,0.0,281.20001220703125,289.6000061035156,2022-12-14
417,Van Norden,NC7,2022-07-06,39.31983818,-120.375549,2.155858114,0.193118258,6.745730811,1.862527782,,47327,46078,46314,43340,10497,11081,90,2067,0.0,281.20001220703125,289.6000061035156,2022-12-14
418,Van Norden,NC8,2021-07-01,39.31995218,-120.375636,7.241051263,0.453525503,2.489565304,2.806941399,,41491,39124,39075,39235,23666,22553,90,2067,0.0,286.29998779296875,298.8999938964844,2021-01-25
419,Van Norden,NC8,2022-07-06,39.31995218,-120.375636,1.25030671,0.14053107,3.958816958,1.255349157,,46872,45578,45786,42861,10388,10988,90,2067,0.0,281.20001220703125,289.6000061035156,2022-12-14
420,Van Norden,NC9,2022-07-06,39.3198842,-120.375779,2.083062018,0.194811189,1.708296567,2.140233435,,47391,46147,46449,43536,10538,11150,90,2067,0.0,281.20001220703125,289.6000061035156,2022-12-14
421,Van Norden,G14,2021-07-01,39.31315364,-120.3709565,7.460745985,0.772048242,1.719957294,4.869869498,,42044,40658,40247,39679,17975,17600,86,2067,0.0,286.29998779296875,298.8999938964844,2021-01-25
422,Van Norden,H7,2021-07-01,39.31766474,-120.3707197,8.578405994,0.878564995,2.868538945,4.915485775,,40894,39241,38913,38783,19493,19156,1,2067,0.0,287.29998779296875,298.20001220703125,2021-01-25
423,Van Norden,H7,2023-09-13,39.31766474,-120.3707197,,,0.577206007,,,47169,44590,44083,42215,18600,17590,1,2067,0.0,280.79998779296875,293.8999938964844,2023-01-15
424,Van Norden,I9,2021-07-01,39.31743986,-120.3745184,6.974511898,0.535328791,1.976493297,3.548130195,,49154,48187,48512,43194,9323,9705,2,2067,0.0,286.29998779296875,298.8999938964844,2021-02-10
425,Van Norden,W32,2021-07-01,39.31606025,-120.3722608,8.09208257,0.858067171,1.236037106,4.196589477,,54283,53785,54384,47106,7459,8150,86,2067,0.0,286.29998779296875,298.8999938964844,2021-02-10
426,Van Norden,W35,2021-07-01,39.31559693,-120.3706691,3.766741981,0.44987825,0.367312913,3.944386147,,41084,40242,41560,40586,9168,9881,79,2067,0.0,287.29998779296875,298.20001220703125,2021-12-11
427,Van Norden,W36,2021-07-01,39.31536826,-120.373224,6.520326637,0.613101124,0.36148255,2.455620133,,42192,40676,40535,40637,25196,24502,86,2067,0.0,286.29998779296875,298.8999938964844,2021-01-25
428,Van Norden,W9,2021-07-01,39.31462464,-120.3719645,2.554876756,0.25607696,1.096108377,3.198331588,,39939,38357,38075,38103,18831,18494,86,2067,0.0,286.29998779296875,298.8999938964844,2021-01-25
429,Van Norden,NN1,2022-07-06,39.31662787,-120.3623811,1.419360995,0.154711857,3.416593134,3.060098521,,47129,45304,45989,43035,9296,9967,2,2067,0.0,281.3999938964844,288.70001220703125,2022-12-14
430,Van Norden,NN10,2021-07-01,39.31631346,-120.3651832,7.461718973,0.567766352,2.12225239,3.374576453,,49105,48440,48921,42091,7123,7912,1,2067,0.0,287.29998779296875,298.20001220703125,2021-02-10
431,Van Norden,NN10,2022-07-06,39.31631346,-120.3651832,2.176452389,0.23689853,3.620655863,1.961850987,,47528,45758,46415,43540,9985,10672,1,2067,0.0,281.3999938964844,288.70001220703125,2022-12-14
432,Van Norden,NN2,2021-07-01,39.3162669,-120.3626729,11.63394484,1.016459816,2.792744217,5.181514312,,41545,42396,41311,39696,14693,14528,1,2067,0.0,287.29998779296875,298.20001220703125,2021-01-25
433,Van Norden,NN2,2022-07-06,39.3162669,-120.3626729,1.336849537,0.147570003,1.171903106,1.180989793,,46962,45105,45791,42893,9390,10053,1,2067,0.0,281.3999938964844,288.70001220703125,2022-12-14
434,Van Norden,NN3,2021-07-01,39.31546959,-120.3632974,5.76741449,0.469878367,4.355281691,2.447889097,,39322,37882,38886,38183,9106,9729,1,2067,0.0,287.29998779296875,298.20001220703125,2021-12-11
435,Van Norden,NN3,2022-07-06,39.31546959,-120.3632974,1.958146177,0.279125569,3.340798405,1.82689667,,47415,45601,46280,43358,10191,10829,1,2067,0.0,281.3999938964844,288.70001220703125,2022-12-14
436,Van Norden,NN4,2022-07-06,39.31514604,-120.3635538,2.816126384,0.364818323,1.101938741,2.050100668,,47775,45965,46774,43895,10264,10905,1,2067,0.0,281.3999938964844,288.70001220703125,2022-12-14
437,Van Norden,NN5,2021-07-01,39.31488082,-120.3636826,7.463073756,0.751342928,1.317662198,3.270316609,,42248,41009,42093,40640,9079,9824,1,2067,0.0,287.29998779296875,298.20001220703125,2021-12-11
438,Van Norden,NN5,2022-07-06,39.31488082,-120.3636826,3.70039681,0.514879914,1.224376379,3.873429239,,47217,45404,46072,43130,10289,10932,1,2067,0.0,281.3999938964844,288.70001220703125,2022-12-14
439,Van Norden,NN6,2022-07-06,39.31776718,-120.3643626,3.821677572,0.349139568,4.215352962,4.688630687,,47761,46085,46803,43929,9256,9929,1,2067,0.0,281.3999938964844,288.70001220703125,2022-12-14
440,Van Norden,NN7,2021-07-01,39.31751453,-120.3645024,8.201095389,0.768499034,4.192031507,5.064010495,,50238,49482,49414,47231,14907,14727,1,2067,0.0,287.29998779296875,298.20001220703125,2021-01-25
441,Van Norden,NN7,2022-07-06,39.31751453,-120.3645024,2.306329645,0.216184909,3.987968777,4.667137021,,47379,45596,46275,43505,9431,10111,1,2067,0.0,281.3999938964844,288.70001220703125,2022-12-14
442,Van Norden,NN8,2021-07-01,39.31716238,-120.3647212,7.201156161,0.519585512,4.559344421,4.422879007,,51417,50042,50360,48038,14698,14528,1,2067,0.0,287.29998779296875,298.20001220703125,2021-01-25
443,Van Norden,NN8,2022-07-06,39.31716238,-120.3647212,4.387403337,0.389795708,3.56818259,5.536129761,,47763,46102,46796,43956,9743,10461,1,2067,0.0,281.3999938964844,288.70001220703125,2022-12-14
444,Van Norden,NN9,2022-07-06,39.31691695,-120.3648593,3.247459483,0.292518223,4.104576051,2.706217383,,47768,45973,46684,43901,9861,10566,1,2067,0.0,281.3999938964844,288.70001220703125,2022-12-14
445,Van Norden,NS1,2021-07-01,39.31302811,-120.3646516,5.681179132,0.377101928,5.054925336,2.518412449,,46188,45326,45825,40368,9248,9977,1,2067,0.0,287.29998779296875,298.20001220703125,2021-02-10
446,Van Norden,NS1,2022-07-06,39.31302811,-120.3646516,1.546193321,0.166420694,3.387441315,1.5122489,,47186,45430,46116,43198,10631,11292,1,2067,0.0,281.3999938964844,288.70001220703125,2022-12-14
447,Van Norden,NS10,2021-07-01,39.31165102,-120.3681901,10.10153055,0.742428721,0.588866735,5.038293805,,45161,42287,41703,39614,22921,19051,3,2068,1.5153165146849619,287.29998779296875,298.20001220703125,2021-12-27
448,Van Norden,NS10,2022-07-06,39.31165102,-120.3681901,5.989806862,0.501661377,0.92702783,5.847063887,,41487,39074,38731,37713,24577,21101,3,2068,1.5153165146849619,281.3999938964844,288.70001220703125,2022-11-12
449,Van Norden,NS2,2022-07-06,39.31268802,-120.3647665,1.962032819,0.193951539,4.897505516,3.407120637,,47265,45522,46197,43229,10694,11326,1,2067,0.0,281.3999938964844,288.70001220703125,2022-12-14
450,Van Norden,NS3,2021-07-01,39.31210227,-120.3649675,11.72381001,1.225096141,1.125260196,6.778576703,,47574,45469,44793,42939,17221,17036,76,2067,0.0,287.29998779296875,298.20001220703125,2021-11-09
451,Van Norden,NS3,2022-07-06,39.31210227,-120.3649675,4.830922979,0.570722212,2.442922394,5.51487886,,47393,45649,46423,43438,10586,11204,76,2067,0.0,281.3999938964844,288.70001220703125,2022-12-14
452,Van Norden,NS4,2022-07-06,39.31179049,-120.3650652,6.844130758,0.68378972,1.486742746,6.296253788,,46813,44958,45664,42730,10295,10880,76,2067,0.0,281.3999938964844,288.70001220703125,2022-12-14
453,Van Norden,NS5,2021-07-01,39.31142099,-120.3651835,7.104989076,0.651059212,1.125260196,5.026246554,,48307,45921,45394,43604,17468,17122,76,2067,0.0,287.29998779296875,298.20001220703125,2021-11-09
454,Van Norden,NS5,2022-07-06,39.31142099,-120.3651835,5.684896919,0.464614417,2.128082754,7.899033333,,46537,44695,45309,42147,9985,10549,76,2067,0.0,281.3999938964844,288.70001220703125,2022-12-14
455,Van Norden,NS6,2021-07-01,39.31312936,-120.3670585,4.761300254,0.297874269,3.165887494,2.131528796,,44994,43887,44323,39397,11237,11793,79,2067,0.0,287.29998779296875,298.20001220703125,2021-02-10
456,Van Norden,NS6,2022-07-06,39.31312936,-120.3670585,0.525454413,0.083220874,3.585673681,0.737870987,,47336,45826,46356,43648,11017,11590,79,2067,0.0,281.3999938964844,288.70001220703125,2022-12-14
457,Van Norden,NS7,2022-07-06,39.31297158,-120.3672171,1.660845461,0.173430739,5.212345156,1.959047002,,47523,45981,46590,43706,10979,11583,79,2067,0.0,281.3999938964844,288.70001220703125,2022-12-14
458,Van Norden,NS8,2021-07-01,39.31244672,-120.3676056,6.80514998,0.79681009,5.801211891,4.80358007,,48937,48100,48668,42115,7438,8162,3,2067,0.0,287.29998779296875,298.20001220703125,2021-02-10
459,Van Norden,NS8,2022-07-06,39.31244672,-120.3676056,3.411871281,0.400038026,5.94114062,3.827455575,,47481,45848,46580,43681,10647,11254,3,2067,0.0,281.3999938964844,288.70001220703125,2022-12-14
460,Van Norden,NS9,2022-07-06,39.31198879,-120.3679579,6.149433502,0.674870083,2.722779852,8.481577381,,46858,45206,45963,42937,10408,11044,3,2067,0.0,281.3999938964844,288.70001220703125,2022-12-14
