ID,Site,SampleDate,Latitude,Longitude,SoilC.kg.m2,SoilN.kg.m2,Roots.kg.m2,percentC,Blue_June,Green_June,Red_June,NIR_June,SWIR_1_June,SWIR_2_June,Blue_Sept,Green_Sept,Red_Sept,NIR_Sept,SWIR_1_Sept,SWIR_2_Sept,Elevation,Flow,Slope,MAP_30year,MAT_30_year,NDVI_June,NDWI_June,EVI_June,SAVI_June,BSI_June,NDPI_June,NDVI_Sept,NDWI_Sept,EVI_Sept,SAVI_Sept,BSI_Sept,NDPI_Sept,Shallow_Clay,Deep_Clay,Shallow_Sand,Deep_Sand,Shallow_Hydra_Conduc,Deep_Hydra_Conduc,Lithology
O15,Osa,2021-10-01,36.18121809,-118.308561,10.66634389,0.80492923,1.76076984,,0.0329841249999999,0.057459125,0.0628669999999999,0.216909625,0.1941478749999999,0.1247626249999999,0.0343721874999999,0.0626267187499999,0.078581875,0.2598721875,0.26955390625,0.1717260937499999,2580.759033203125,26,1.3660895694223838,604.6,5.32728494623656,0.5505914763250864,0.0553736399408842,0.2859566252365509,0.2963206770913402,0.0140481432920971,0.4130427701705512,0.5356423000536445,-0.0182871960114829,0.30756947854496,0.3243295976635571,0.0838933234871388,0.3697759164992958,17.6424617767334,20.62366104125977,34.82135391235352,29.18627548217773,0.6291934251785278,0.4870656728744507,5
O20,Osa,2021-10-01,36.18123009,-118.310256,8.934804662,0.661939234,3.235851859,,0.0357401315789473,0.0609923684210526,0.066916447368421,0.2141644736842105,0.1954847368421052,0.1248415789473684,0.0346219117647058,0.0636279411764705,0.0804676470588235,0.2568494117647059,0.2666944117647059,0.1740129411764706,2578.010009765625,26,1.3556910119831562,604.6,5.375134408602151,0.5238634687987869,0.0455993478373987,0.2731646935942498,0.2827774095109427,0.0243928122698099,0.3971744499837557,0.5228960708985612,-0.0188045385267484,0.2979439908143317,0.3159766593440252,0.0872029819188815,0.3572788821973293,17.172895431518555,20.04251480102539,36.28696823120117,30.89861488342285,0.6345316171646118,0.5086166262626648,5
O4,Osa,2021-10-01,36.18078373,-118.308996,13.35271838,0.986994983,4.186201143,,0.0369338888888888,0.0637693055555555,0.0684030555555555,0.2388770833333333,0.2332273611111111,0.1531366666666667,0.0358383823529411,0.0625522058823529,0.0805355882352941,0.2675630882352941,0.2868211764705883,0.1805191176470588,2580.769775390625,24,2.2103476333321304,604.6,5.354435483870969,0.5547837500796641,0.0119671023831824,0.3105645900201174,0.3167562650787099,0.0447135327346836,0.3865512745317428,0.5372829965810066,-0.0347377973390193,0.3155008767779108,0.3307884539656266,0.0953477583314406,0.3647994736161701,17.6424617767334,20.62366104125977,34.82135391235352,29.18627548217773,0.6291934251785278,0.4870656728744507,5
O7,Osa,2021-10-01,36.1814894,-118.307975,16.763582,1.256696731,1.393456926,,0.032018947368421,0.0569628947368421,0.0581656578947368,0.2459646052631579,0.2077294736842105,0.1230960526315789,0.03359015625,0.0622021875,0.0802164062499999,0.2657915625,0.28719,0.17679296875,2583.57861328125,25,2.878389275647945,604.6,5.285483870967742,0.617495100350871,0.0842751390268483,0.346539466163847,0.3503144129240646,-0.0222263188530335,0.4785985797747614,0.5363320299252502,-0.0386964755267043,0.3102923451584555,0.3290308657332018,0.1020184447645943,0.3682904987615481,8.74251937866211,9.61936378479004,62.64022445678711,61.59272384643555,0.8381319642066956,0.9118595123291016,5
P18,Partnership,2021-10-01,36.15656984,-118.27711,10.64378909,0.876139146,2.763592398,,0.036022794117647,0.0619860294117647,0.0624195588235294,0.2509433823529411,0.2143991176470588,0.1281154411764705,0.0323199999999999,0.0560603571428571,0.0766932142857143,0.2273421428571428,0.2768873214285713,0.1686355357142857,2654.1591796875,4,1.6273540109937266,597.9666666666667,4.931854838709678,0.6016149287520391,0.0785319731292163,0.3477555619345787,0.3476747230271994,-0.0179988872476124,0.4663512469513156,0.4954980564995377,-0.098259189675902,0.2606199910831765,0.2810490743344176,0.1531504511002547,0.3198766698521211,13.39707088470459,15.345348358154297,47.96712875366211,44.67338562011719,0.809008002281189,0.7317721843719482,5
P4,Partnership,2021-10-01,36.15781701,-118.274205,6.797659662,0.521421205,1.53921602,,0.0344180882352941,0.0630358823529411,0.0605511764705882,0.302544705882353,0.2293785294117647,0.1315691176470588,0.0367505555555555,0.0669302777777777,0.0891777777777777,0.2712522222222222,0.3229109722222222,0.193745,2657.00732421875,3,0.2379614022835408,597.9333333333333,4.88239247311828,0.6664728000868351,0.1375502546530653,0.4297626646916975,0.4205677509757966,-0.0750257631656052,0.5344211012541134,0.5051589613640499,-0.0869437058421332,0.2973732066680907,0.3174129989268932,0.1445454754112083,0.3347726798915744,15.658540725708008,9.024657249450684,45.15265274047852,63.08761215209961,0.7144765257835388,0.8674607276916504,5
P5,Partnership,2021-10-01,36.15807465,-118.274111,8.572298569,0.65879884,1.101938741,,0.0285891666666666,0.0511727777777777,0.0499612499999999,0.2375509722222222,0.1741970833333333,0.1030331944444444,0.0286854166666666,0.0486565277777777,0.0611797222222222,0.2156456944444444,0.2106468055555555,0.1273981944444444,2657.1279296875,3,0.8184650308228608,598.0333333333333,4.872715053763441,0.652458252982482,0.1538656662346783,0.3545048031061396,0.3573082110894928,-0.0856249976983976,0.5283279223071164,0.5579905706715473,0.0117264293622076,0.2823702962255856,0.2982638741759328,0.0532694173157156,0.4096261334803185,17.6424617767334,20.62366104125977,34.82135391235352,29.18627548217773,0.6291934251785278,0.4870656728744507,5
P7,Partnership,2021-10-01,36.15752373,-118.273888,8.789826592,0.753494566,1.440099836,,0.029037794117647,0.0536875,0.0515667647058823,0.2501119117647059,0.1702955882352941,0.0975047058823529,0.0276935294117647,0.0484463235294117,0.0630326470588235,0.2178398529411764,0.2142988235294117,0.1235925,2657.265625,3,4.981676824852951,597.9,4.871505376344086,0.658134507157255,0.189854661321246,0.3699427017870653,0.371492630812367,-0.1143432616685873,0.5540143950280049,0.551165407372929,0.0081941969200382,0.2787642893679297,0.2973735261819689,0.0608151189670257,0.4167577913257231,13.219682693481444,15.342090606689451,57.13468551635742,57.19048309326172,0.8063958287239075,1.0369569063186646,5
SA1A,Sardine,2021-10-07,39.51372401,-120.113295,10.97453787,0.889708602,2.594511851,,0.0480673148148148,0.0671319444444444,0.0678072222222222,0.2017617592592592,0.2149963888888889,0.1442317592592592,0.0538,0.0734091666666666,0.0928966666666666,0.1835816666666666,0.256395,0.1714066666666666,1841.1846923828125,226,0.2860486733210603,650.3333333333334,7.007123655913978,0.4969211824775146,-0.0317561388743982,0.268316866022119,0.2610965493551284,0.0619085872012764,0.3309008505200038,0.3280003858047949,-0.165493624661914,0.1695095311142874,0.1751851843902062,0.1907535141646117,0.1805032043745569,29.98089408874512,35.27014923095703,41.406494140625,30.683048248291016,-0.0909716114401817,-0.5922338366508484,5
SA1B,Sardine,2021-10-07,39.51379098,-120.113413,9.567847684,0.719846344,1.824903841,,0.0480673148148148,0.0671319444444444,0.0678072222222222,0.2017617592592592,0.2149963888888889,0.1442317592592592,0.0538,0.0734091666666666,0.0928966666666666,0.1835816666666666,0.256395,0.1714066666666666,1841.1846923828125,226,0.2860486733210603,650.3333333333334,7.007123655913978,0.4969211824775146,-0.0317561388743982,0.268316866022119,0.2610965493551284,0.0619085872012764,0.3309008505200038,0.3280003858047949,-0.165493624661914,0.1695095311142874,0.1751851843902062,0.1907535141646117,0.1805032043745569,29.98089408874512,35.27014923095703,41.406494140625,30.683048248291016,-0.0909716114401817,-0.5922338366508484,5
SA2A,Sardine,2021-10-07,39.51312496,-120.117378,8.138675402,0.595383932,1.154412015,,0.0465506999999999,0.0666928,0.0682757,0.2065753999999999,0.2164083,0.1461304,0.0582933333333333,0.0803599999999999,0.1066725,0.1921199999999999,0.2961091666666666,0.2078625,1841.764892578125,175,0.2549099731171727,653.5,7.004032258064517,0.5031804493414798,-0.0232465222655154,0.272866725091446,0.2677282770844617,0.0586785186815943,0.3365940449494849,0.2859760536158034,-0.212992532536804,0.1531366603223758,0.1604562511540856,0.2332662272879207,0.1192018084791245,29.951475143432617,35.24756622314453,41.81283187866211,30.9970645904541,-0.0919347181916236,-0.5892123579978943,5
SA2B,Sardine,2021-10-07,39.51300702,-120.1174,10.61477938,0.7874172,0.606357826,,0.0471657692307692,0.0682191346153845,0.0691044230769231,0.215060673076923,0.2153748076923076,0.1445697115384615,0.05939,0.08127,0.1078274999999999,0.1937733333333333,0.2954266666666666,0.2088058333333333,1841.764892578125,175,0.2549099731171727,653.2,7.009139784946237,0.5136318709634193,-0.0007298065085694,0.2859770033000453,0.2791942361038816,0.0407034160379151,0.3552685695942638,0.2849655035214869,-0.2077950395203052,0.1539902029173854,0.1608266167387967,0.2286514807014335,0.1199757555650795,29.951475143432617,35.24756622314453,41.81283187866211,30.9970645904541,-0.0919347181916236,-0.5892123579978943,5
SA3A,Sardine,2021-10-07,39.51268499,-120.11738,8.475493443,0.67340055,1.206885287,,0.0441062962962963,0.0661399074074074,0.0639969444444444,0.2228837962962963,0.2073676851851851,0.1325473148148148,0.0573965625,0.0791198437499999,0.1052663281249999,0.196904921875,0.295097109375,0.2000459375,1841.6656494140625,157,0.1628144267940303,653.0,7.009811827956989,0.5538428666964464,0.0360628882849737,0.3112820435050169,0.3028797954229028,0.0081257521415987,0.406016622309232,0.3032670836487589,-0.1995767929057711,0.1638710914760724,0.1713572888893738,0.2231094843246979,0.1452145996416987,29.951475143432617,35.24756622314453,41.81283187866211,30.9970645904541,-0.0919347181916236,-0.5892123579978943,5
SA3B,Sardine,2021-10-07,39.51255499,-120.117293,4.140790012,0.355037144,0.851233101,,0.0441062962962963,0.0661399074074074,0.0639969444444444,0.2228837962962963,0.2073676851851851,0.1325473148148148,0.0573965625,0.0791198437499999,0.1052663281249999,0.196904921875,0.295097109375,0.2000459375,1841.6514892578125,139,0.2043418126487325,653.0,7.009811827956989,0.5538428666964464,0.0360628882849737,0.3112820435050169,0.3028797954229028,0.0081257521415987,0.406016622309232,0.3032670836487589,-0.1995767929057711,0.1638710914760724,0.1713572888893738,0.2231094843246979,0.1452145996416987,29.951475143432617,35.25177764892578,41.81283187866211,30.93967628479004,-0.0919347181916236,-0.5897517800331116,5
SA4B,Sardine,2021-10-07,39.51315698,-120.119772,9.77394929,0.705290289,1.294340744,,0.0446939423076923,0.0681260576923076,0.067234423076923,0.2384578846153845,0.2224465384615385,0.1397011538461538,0.06487828125,0.093028828125,0.125678203125,0.232519140625,0.3276682812499999,0.2169094531249999,1842.61328125,178,0.600428430902361,655.3,7.008870967741936,0.5601170105686966,0.0347389726636966,0.32759761613259,0.3187757781172426,0.0113979764198204,0.4127586410484634,0.2982739525130831,-0.1698523331825745,0.1780680807765993,0.1867419043150587,0.207726045062387,0.1674432375494151,29.951475143432617,35.24756622314453,41.81283187866211,30.9970645904541,-0.0919347181916236,-0.5892123579978943,5
SA4C,Sardine,2021-10-07,39.51286001,-120.119931,10.17464436,0.733930578,3.486557498,,0.0429024074074074,0.0656489814814815,0.0635844444444444,0.2337921296296296,0.2099975,0.131844537037037,0.0634053124999999,0.091052265625,0.12219171875,0.22846375,0.32273203125,0.2169515625,1842.0521240234373,160,0.3736765578580978,655.0666666666667,7.016129032258064,0.5723641336415015,0.053616912250716,0.3289594901465498,0.3201894011925914,-0.0056564158152148,0.4281262330887892,0.303066801236078,-0.1710250412951613,0.178779817840104,0.1873943714359974,0.2077309725384977,0.1645921573045276,29.951475143432617,35.24756622314453,41.81283187866211,30.9970645904541,-0.0919347181916236,-0.5892123579978943,5
SA5A,Sardine,2021-10-07,39.51250101,-120.121565,6.596294559,0.516082426,1.148581651,,0.0631792307692307,0.0842294230769231,0.0927798076923077,0.2069777884615384,0.2514579807692308,0.1923996153846154,0.0716520967741935,0.0942668548387096,0.1184473387096773,0.1987508870967742,0.3024276612903225,0.2335392741935483,1842.588623046875,144,0.4314899230762985,656.9666666666667,7.013978494623655,0.3809677627339269,-0.0970260073343049,0.2213461051171052,0.214186113364398,0.1205751876533913,0.2047940905829023,0.2531651877400366,-0.2068659453346578,0.1463209945508669,0.1474003721211876,0.2176722239675998,0.0806415926196259,29.951475143432617,35.24756622314453,41.81283187866211,30.9970645904541,-0.0919347181916236,-0.5892123579978943,5
SA5B,Sardine,2021-10-07,39.51236103,-120.121547,4.554798479,0.374338681,0.489750552,,0.0687215384615385,0.0901239423076923,0.1016760576923077,0.2000573076923076,0.2618773076923076,0.2103518269230769,0.0734161718749999,0.0943720312499999,0.116319609375,0.191348203125,0.29540734375,0.2356696093749999,1842.8236083984373,126,0.2433909014336873,656.3333333333334,7.015725806451613,0.3260535999212243,-0.1338284639018176,0.1899688909729903,0.1840660266511489,0.1498808972583939,0.1446540115127789,0.2438623434162453,-0.2137811090044396,0.1401204535803049,0.1393430428738299,0.2172423681059289,0.0625089689946517,29.951475143432617,35.24756622314453,41.81283187866211,30.9970645904541,-0.0919347181916236,-0.5892123579978943,5
BE18,Bean,2019-07-15,37.75472028,-120.14281,,,1.189394196,,0.0335373333333333,0.0617376666666666,0.079004,0.2316931666666666,0.1996428333333333,0.1161583333333333,0.0431448684210526,0.0685447368421052,0.0916027631578947,0.2043527631578947,0.2241556578947368,0.1387638157894736,962.1609497070312,28,2.187772919114568,995.4333333333333,13.68965053763441,0.4914404862612736,0.0743047956426854,0.2624991647682215,0.2825145558873915,0.0246679398295693,0.4168882857961209,0.3809694024084344,-0.0462135485883714,0.1970626284764858,0.2124804645591478,0.1211896244252753,0.2904871511907077,14.006208419799805,17.950008392333984,37.55698013305664,32.64044570922852,0.2199921607971191,0.0270104184746742,1
BE2,Bean,2019-07-15,37.75339282,-120.141393,6.257232033,0.382084395,2.034796934,,0.032172794117647,0.0573239705882352,0.0704997058823529,0.2215717647058823,0.1859980882352941,0.1092294117647058,0.0459932894736842,0.0746931578947368,0.0975586842105263,0.2346896052631579,0.2622026315789473,0.1599807894736842,961.5519409179688,29,2.188627412623965,993.3,13.705510752688173,0.5172434627704944,0.0872824037741635,0.2691421170668783,0.2860955060873518,0.0053959364177576,0.4335993218689131,0.4127362740372906,-0.0553702076141151,0.2324107875695,0.2471574699288721,0.1234743319603826,0.3048677280371104,13.833333015441896,18.02177619934082,37.16666793823242,32.484901428222656,0.2227963507175445,0.0104631762951612,1
BE20,Bean,2019-07-15,37.75377668,-120.143884,6.315393787,0.43553031,1.171903106,,0.0294244117647058,0.0539285294117647,0.0644545588235294,0.2341813235294118,0.1977195588235294,0.1112466176470588,0.0394873684210526,0.064167894736842,0.0906851315789473,0.2042080263157895,0.2687259210526315,0.1629913157894736,962.23193359375,22,0.9494007246506057,995.2666666666667,13.695430107526882,0.5683401584853481,0.0844216027233917,0.3030346790758716,0.3187812527390455,-0.0027228461475852,0.4671894263717799,0.3849627965168474,-0.1364205193893215,0.1954375155111117,0.2142229309864218,0.1918660601286016,0.2500955102382868,13.833333015441896,17.5,37.16666793823242,32.5,0.2227963507175445,-0.0007341876626014,1
BE24,Bean,2019-07-15,37.75351333,-120.143522,5.567145459,0.346916588,1.381796199,,0.0284732352941176,0.0542455882352941,0.0642701470588235,0.2413151470588235,0.1929604411764706,0.1078511764705882,0.0395293421052631,0.063258947368421,0.0894375,0.2024393421052631,0.2580544736842105,0.1579602631578947,961.7689208984376,20,0.8812597921212683,994.8,13.6997311827957,0.579363612739295,0.1113456689537748,0.3131573827154842,0.32965783007605,-0.0238279735995661,0.4861093936588036,0.3871559020928077,-0.120772808823937,0.1958309483832421,0.2140519259374464,0.1790166791632226,0.2572823486135179,13.833333015441896,17.5,37.26576232910156,32.532894134521484,0.2246716171503067,0.0071981749497354,1
BE4,Bean,2019-07-15,37.75376251,-120.141385,6.922441066,0.444743355,1.346814017,,0.0329379411764705,0.0591486764705882,0.0746732352941176,0.2311304411764705,0.2095558823529411,0.1204898529411764,0.0471931578947368,0.0754935526315789,0.1046609210526315,0.2184255263157895,0.2813527631578947,0.1738957894736842,962.8402709960938,28,2.5276438287070477,993.5666666666667,13.700134408602151,0.5116263077281898,0.0489567242539795,0.2731187593186645,0.2912444006851034,0.0367697012919402,0.4181391723506393,0.3521181596745534,-0.1259103049641749,0.1905678364376584,0.2073256198547924,0.1847590847761673,0.2356139520883383,14.16497039794922,17.949695587158203,37.34613800048828,32.49102020263672,0.2245836853981018,0.0140320714563131,1
BE6,Bean,2019-07-15,37.75338843,-120.140897,4.739816028,0.323721432,2.139743481,,0.0314092647058823,0.0572948529411764,0.0669732352941176,0.2385586764705882,0.1854561764705882,0.1073044117647058,0.0472351315789473,0.0761347368421052,0.1009817105263157,0.2315082894736842,0.2780976315789473,0.1733067105263158,962.1981811523438,30,2.7497796835693835,993.0,13.702956989247312,0.5615958090446892,0.1252373581530336,0.3053494227289293,0.3195133029563768,-0.0335731590388429,0.4758749431853302,0.3925729463964885,-0.0914222935420944,0.2200180245854566,0.2351858501856511,0.1525272864851413,0.2709307077907416,13.983807563781738,17.781564712524414,37.36816787719727,32.64101028442383,0.2251687496900558,0.0286326557397842,1
BE8,Bean,2019-07-15,37.75263388,-120.142132,6.363660163,0.420222277,1.795752023,,0.0317063157894736,0.0595724999999999,0.0684752631578947,0.2699677631578947,0.2060346052631578,0.1131468421052631,0.0453217105263157,0.0715813157894736,0.0991406578947368,0.21008,0.2856080263157894,0.1752186842105263,962.2556762695312,24,1.5979962651336157,992.7666666666667,13.72029569892473,0.5953513127258065,0.1343126886254989,0.3490807896112022,0.3604761927928128,-0.0471450318086466,0.5077848540916827,0.3587707977227979,-0.1523700842184003,0.1893148466764375,0.2056410838433404,0.20205716460955,0.2260465221428758,13.833333015441896,17.5,37.24673461914063,32.513519287109375,0.2236577272415161,0.0071000433526933,1
BO11,Bonita,2018-07-01,36.04088827,-118.333106,5.706779869,0.582592689,15.70116947,,0.0594514999999999,0.095504,0.1037595,0.3233483749999999,0.28847975,0.1768957499999999,0.0434666666666666,0.0774493333333333,0.0998013333333333,0.2951173333333333,0.2889481666666667,0.1615773333333333,2535.856201171875,11,1.1385944996619943,599.5333333333333,5.9434139784946245,0.5141297734208249,0.0569908828561941,0.3659767921292336,0.3552804602161318,0.0121792238553119,0.4080424404892509,0.4945727221470074,0.0105624568933906,0.3114242685025817,0.32737500167613,0.0689717990440424,0.3983286366065199,13.93657398223877,20.62366104125977,46.37723922729492,29.18627548217773,0.7244654297828674,0.4870656728744507,5
BO13,Bonita,2018-07-01,36.03774023,-118.329693,10.83863202,,6.016935348,,0.0516449999999999,0.0803475,0.08580375,0.28406625,0.2710262499999999,0.17377,0.0377209999999999,0.068521,0.0972199999999999,0.2728405,0.2982614999999999,0.1711821666666666,2525.23193359375,12,2.755956781749884,598.4666666666667,5.915725806451613,0.5360329304890907,0.0234915802321235,0.3511429358303498,0.3418829825146286,0.0304945734279365,0.3905214254954076,0.4745724009992962,-0.0445121887158509,0.2790722471210925,0.302772910619434,0.120275960529316,0.3553794765799394,16.552753448486328,19.3847713470459,43.03459548950195,39.866329193115234,0.6938719153404236,0.7282231450080872,5
BO16,Bonita,2018-07-01,36.03728437,-118.330227,9.326803249,0.605762799,10.41302958,,0.0363769047619047,0.0624246428571428,0.0606620238095237,0.2563467857142857,0.2330988095238095,0.1398607142857142,0.0365864285714285,0.065155,0.0904373214285714,0.24493625,0.2914603571428571,0.1668460714285714,2527.014892578125,12,2.661322456385161,599.2666666666667,5.905913978494624,0.6172849334966658,0.0474985910929836,0.3630536232475603,0.3592704747311405,0.0017684061813021,0.4571109528784951,0.4606771127293019,-0.0867345291214089,0.2552584128764424,0.277418870770391,0.1512992462761973,0.3275914191191834,6.517207145690918,8.481433868408203,69.58140563964844,64.6817855834961,1.005354642868042,0.8985912799835205,5
BO2,Bonita,2018-07-01,36.04019003,-118.332431,3.351564021,0.606185941,7.410392274,,0.0520418421052631,0.0833006578947368,0.0941906578947368,0.2626990789473684,0.2610519736842105,0.1753648684210526,0.0351308928571428,0.0638644642857143,0.0804666071428571,0.2475742857142857,0.2293241071428571,0.1357357142857143,2534.110595703125,13,1.121099450623659,599.1666666666666,5.936559139784947,0.4721582148695491,0.0031448247309137,0.2930521686424312,0.2949768455746163,0.0604517982079293,0.3382312972518586,0.5094111198026814,0.0382684841148028,0.2847988333937035,0.3027163513534204,0.0457143012142639,0.4052376975109537,8.608562469482422,9.432324409484863,62.97676086425781,62.118614196777344,0.7891472578048706,0.9297085404396056,5
BO21,Bonita,2018-07-01,36.03646599,-118.330256,15.34073151,0.941910732,7.894312463,,0.0343942857142856,0.0571420238095238,0.0580678571428571,0.225730119047619,0.1876648809523809,0.1128714285714285,0.0260441071428571,0.0478123214285714,0.0597375,0.1932598214285714,0.1913328571428571,0.1088839285714285,2529.52490234375,11,2.404702744135377,599.9666666666667,5.887634408602151,0.5907803295687788,0.0920795802930324,0.3184637487650274,0.3208650704604853,-0.0284500611879884,0.4662010619159725,0.5277617987203422,0.0050104029355733,0.2461052197115889,0.2659816661271562,0.0675343647308222,0.4074618738579258,14.601978302001951,16.862171173095703,44.30926132202149,40.26168823242188,0.7399876117706299,0.6425108909606934,5
BO6,Bonita,2018-07-01,36.0402798,-118.332006,8.354329842,0.554704817,14.84993637,,0.0514657894736842,0.0828838157894736,0.0919906578947368,0.2764215789473684,0.2466969736842105,0.1557038157894736,0.0370555,0.0672431666666666,0.0813249999999999,0.279501,0.2394921666666666,0.1337253333333333,2534.32958984375,14,3.305061763920172,597.8666666666667,5.9434139784946245,0.5006101931724795,0.0568219290132735,0.3196659869870794,0.3185657339248747,0.0162026225974491,0.3944979169859785,0.5492287141170538,0.077089325838908,0.3326139252541777,0.3453241421611337,0.0066847234040103,0.456181291195586,7.010193824768066,18.666940689086918,68.03521728515625,34.95027160644531,0.9070816040039062,0.5623100996017456,5
BO7,Bonita,2018-07-01,36.04049153,-118.332985,9.983379077,0.585483429,8.763036654,,0.0490457894736842,0.0811788157894736,0.0900656578947368,0.2841186842105263,0.2575493421052632,0.1651276315789474,0.0320248333333333,0.0578601666666666,0.0728769999999999,0.2463121666666666,0.2233661666666666,0.127294,2535.61572265625,11,2.3012965166428603,599.6333333333333,5.93225806451613,0.5186027433002519,0.0490509699935164,0.3330423697321014,0.3329727214887983,0.0212264424448446,0.3954350851799462,0.543361695128542,0.0488547126224686,0.3003959723232176,0.3175734745841163,0.0311639135937224,0.4356673377450124,13.879491806030272,15.96298599243164,46.54650115966797,42.90834045410156,0.7056761384010315,0.6727508306503296,5
D11,Deer,2018-07-01,39.42049541,-120.655402,17.25406778,1.18871298,9.67508045,,0.0270155555555555,0.0538537222222221,0.0455108333333333,0.3375211111111111,0.1814390555555555,0.0884982222222222,0.0421381707317073,0.0730998170731707,0.0934296951219512,0.2742831097560975,0.2845949390243902,0.1606544512195122,1818.4676513671875,26,0.2530677098746381,1445.0666666666666,8.259274193548388,0.7623653379649942,0.3007592211904938,0.518495410056642,0.4960357543375648,-0.2326118429666571,0.6794334510431512,0.4918333336097065,-0.0184509470192895,0.2976863934853361,0.3126381452782018,0.0887086414656079,0.3807643675413128,7.876955986022949,8.837018966674805,72.44096374511719,70.84410858154297,1.0898988246917725,1.1185933351516724,11
D14,Deer,2018-07-01,39.42932558,-120.650599,15.90901963,0.953586099,8.603342993,,0.0247108695652173,0.0507784782608695,0.0393809239130434,0.3408759782608696,0.1422847282608695,0.0697564673913043,0.0237607926829268,0.0454442073170731,0.0509978658536585,0.2686865243902439,0.1870115243902438,0.0994743292682926,1880.943115234375,2,1.64909982633603,1430.4,8.130645161290323,0.7928720100126816,0.4110252496103275,0.5415443235665026,0.5137620397009841,-0.3360810515295479,0.7319959549597844,0.6809486643076329,0.1792305238492327,0.3897130004157049,0.3983642871468079,-0.1026246366166293,0.5758091895710123,6.6182637214660645,7.595389366149902,66.4489974975586,69.0133285522461,0.4054980278015136,0.8236299753189087,11
D15,Deer,2018-07-01,39.42054608,-120.655742,15.38666844,1.157777891,5.576567977,,0.0275798369565217,0.053246304347826,0.0471407065217391,0.3161014673913043,0.1773962499999999,0.0906283695652173,0.0415331395348837,0.0715951162790697,0.0963905232558139,0.2765180813953489,0.2930091279069767,0.1667687790697674,1818.39501953125,27,0.306176698390414,1445.5666666666666,8.270564516129033,0.7404447505975772,0.2810655703222274,0.483013709748589,0.4673556893954389,-0.2096806034423392,0.6533508953436392,0.4830340622148827,-0.0289556780471112,0.2917777543884657,0.3095299276116975,0.1008528408785061,0.369324944200735,6.777883529663086,7.68231725692749,74.27616119384766,72.03763580322266,1.038243532180786,1.0427680015563965,11
D16,Deer,2018-07-01,39.42928175,-120.65011,18.11323076,1.313694769,1.960926226,,0.0256123404255319,0.0580167021276595,0.0415371808510638,0.4211881382978723,0.1524557978723404,0.0716806914893616,0.0344837804878048,0.0596885365853658,0.0824095731707317,0.2556173170731707,0.2867124390243903,0.17147,1881.651123046875,2,1.6293087024255584,1428.9666666666667,8.108333333333334,0.8204672226388616,0.4684654076876585,0.6420316625510918,0.5915253549928847,-0.3945225986034434,0.7697409509003924,0.5124081808327776,-0.0573361900238897,0.2903351800292407,0.310027779392666,0.1198697579995078,0.3552925966241048,8.293593406677246,7.585592746734619,56.01226806640625,53.7148666381836,0.9980675578117372,0.0414692424237728,11
D20,Deer,2018-07-01,39.42890242,-120.650167,13.99112051,,4.987701242,,0.0248084895833333,0.0543142708333332,0.0407384375,0.3976930208333334,0.1602081770833333,0.0746115625,0.0332006874999999,0.060211875,0.082698625,0.268703125,0.292921,0.1640181874999999,1881.2098388671875,2,1.7341198870976686,1429.3666666666666,8.105913978494625,0.8141627991072341,0.425675450486258,0.612877542335952,0.5705604498286259,-0.3553702175835935,0.7545191314838182,0.5293214959800284,-0.0431211444130895,0.3067579681082917,0.3277028147992413,0.108801863404172,0.387992607591889,11.9186429977417,15.513565063476562,60.26626205444336,55.82085037231445,0.6513593196868896,0.373170256614685,11
D21,Deer,2018-07-01,39.42116249,-120.656298,20.96007043,1.513347353,5.129029259,,0.034004375,0.06317,0.0583299999999999,0.29778375,0.189414375,0.10752,0.0403318902439024,0.0663328048780487,0.0879900609756098,0.2251929268292682,0.2689682317073171,0.1688655487804878,1817.8895263671875,35,0.3962703635595063,1446.8,8.287096774193548,0.6724080437781468,0.2224338917560489,0.4298277283008945,0.4195477820558309,-0.145019908288146,0.576587457530608,0.4380916946202064,-0.0885850782114999,0.2364516292352636,0.2530848552747516,0.1468850707380346,0.2913615705470687,6.999841213226318,7.751142501831055,73.24122619628906,66.69486236572266,0.9722487926483154,1.0552531480789185,11
D24,Deer,2018-07-01,39.42852742,-120.650225,21.45937666,1.213699493,8.279466288,,0.0244590957446808,0.0532422340425532,0.0404471276595744,0.3953831914893618,0.1624020212765957,0.075217659574468,0.0323891025641025,0.0596973076923076,0.0789529487179487,0.2779387179487179,0.2865730128205128,0.1577559615384615,1881.0250244140625,2,1.610068268782361,1429.5333333333333,8.106048387096775,0.8143904823392863,0.4176897574201617,0.6100139476465484,0.5689109284564112,-0.3484761885155543,0.7528595232930221,0.5575522989630912,-0.0152951557977889,0.3297221761350491,0.3483271753677386,0.0816717202619023,0.4196300660622558,12.997662544250488,17.60188102722168,56.41534805297852,52.6445198059082,0.5985979437828064,0.4891851842403412,11
