Site,ID,SampleDate,Latitude,Longitude,CO2.umol.m2.s,CH4.nmol.m2.s,N2O.nmol.m2.s,Blue,Green,Red,NIR,SWIR_1,SWIR_2,Flow,Elevation,Slope,Driver,Days_of_data_acquisition_offset,Minimum_temperature,Maximum_temperature,NDVI,NDWI,EVI,SAVI,BSI
Calf,CP10,2022-08-03,38.93842396,-120.291037,3.303178051,,,0.03647249999999999,0.05437500000000001,0.06067250000000002,0.22550750000000003,0.21888000000000002,0.14416250000000003,102,2024.1837158203125,2.23918080329895,LANDSAT_8,10.222338078703704,286.20001220703125,297.6000061035156,0.5759836466559507,-0.6114440881441319,0.3131366956085635,0.3144985881095932,-0.01171490059347838
Calf,CP11,2022-08-03,38.938662,-120.291207,9.761806116,,,0.025609999999999994,0.05041499999999999,0.04013,0.2777575,0.1879425,0.09686250000000002,102,2024.6436767578125,2.4313547611236572,LANDSAT_7,1.7130852893518518,286.20001220703125,297.6000061035156,0.7475207424010066,-0.6927530490824186,0.4478594381673058,0.43580718619614556,-0.16450838889295916
Calf,CP12,2022-08-03,38.93889402,-120.291375,10.0278494,,,0.025609999999999994,0.04805000000000001,0.04013,0.2777575,0.1879425,0.08800750000000002,102,2026.031982421875,2.9869301319122314,LANDSAT_7,1.7130852893518518,286.20001220703125,297.6000061035156,0.7475207424010066,-0.705040553087329,0.4478594381673058,0.43580718619614556,-0.16450838889295916
Calf,CP13,2022-08-03,38.93902796,-120.291088,3.068371809,,,0.025609999999999994,0.04805000000000001,0.04013,0.2869975,0.1851375,0.08800750000000002,102,2027.4622802734375,2.6898207664489746,LANDSAT_7,1.7130852893518518,286.20001220703125,297.6000061035156,0.7546522380417422,-0.7131749975749706,0.462055547548949,0.4476954883013804,-0.1843970347305823
Calf,CP14,2022-08-03,38.93879503,-120.290917,7.430350347,,,0.025609999999999994,0.05041499999999999,0.04013,0.2777575,0.1879425,0.09686250000000002,102,2025.4029541015625,3.1351256370544434,LANDSAT_7,1.7130852893518518,286.20001220703125,297.6000061035156,0.7475207424010066,-0.6927530490824186,0.4478594381673058,0.43580718619614556,-0.16450838889295916
Calf,CP15,2022-08-03,38.938547,-120.290754,6.99029507,,,0.025637500000000008,0.05280750000000001,0.04653750000000001,0.23617749999999998,0.1964125,0.10868749999999999,102,2024.1837158203125,2.23918080329895,LANDSAT_7,1.7130852893518518,286.20001220703125,297.6000061035156,0.6707815291017455,-0.6345312040417322,0.35831939060762574,0.36342730112493044,-0.07564703756194532
Calf,CP16,2022-08-03,38.93864599,-120.290454,2.133817488,,,0.034162499999999985,0.05280750000000001,0.055145,0.21767000000000003,0.23304249999999999,0.1441075,102,2023.708984375,1.8672449588775635,LANDSAT_7,1.7130852893518518,286.20001220703125,297.6000061035156,0.5957333724318677,-0.6095238975515523,0.31440518369561754,0.3154538925874886,0.027401838672733107
Calf,CP17,2022-08-03,38.93888597,-120.290654,7.474017795,,,0.034162499999999985,0.05280750000000001,0.04653750000000001,0.2777575,0.20768750000000002,0.102775,102,2024.709716796875,2.640191078186035,LANDSAT_7,1.7130852893518518,286.20001220703125,297.6000061035156,0.7129927997656454,-0.6805015655014899,0.4443927654041711,0.4207595581678889,-0.12111940814492146
Calf,CP18,2022-08-03,38.93915603,-120.290767,12.23999952,,,0.027782499999999988,0.05280750000000001,0.04653750000000001,0.2869975,0.1964125,0.09686250000000002,102,2026.97900390625,3.2425341606140137,LANDSAT_7,1.7130852893518518,286.20001220703125,297.6000061035156,0.720943828983465,-0.6891893880313709,0.44272072747157043,0.4327232809660062,-0.1571333165650451
Calf,CP19,2022-08-03,38.938416,-120.292681,4.494116823,,,0.0418625,0.0628725,0.0722775,0.2537775,0.2636225,0.16233999999999998,5,2023.0721435546875,1.156690239906311,LANDSAT_8,10.222338078703704,286.20001220703125,297.6000061035156,0.5566545521461104,-0.6028896257697773,0.33036670704481974,0.32957853895927025,0.01487261218662899
Calf,CP1,2022-08-03,38.93844801,-120.292258,4.186655985,,,0.03611500000000001,0.06122250000000001,0.06334000000000001,0.3006925,0.2119225,0.12411499999999998,5,2024.1807861328125,2.241870880126953,LANDSAT_8,10.222338078703704,286.20001220703125,297.6000061035156,0.6520090925947545,-0.6616747026235441,0.4208765701802294,0.41205481275299244,-0.13885608365465077
Calf,CP20,2022-08-03,38.93820301,-120.292458,2.841276299,,,0.040514999999999995,0.06515500000000002,0.0695,0.2933775,0.24621500000000002,0.14776499999999998,5,2023.2607421875,1.8072830438613892,LANDSAT_8,10.222338078703704,286.20001220703125,297.6000061035156,0.6169506238331117,-0.6365461987406998,0.39792945684902037,0.38918183635568204,-0.06950047340635211
Calf,CP21,2022-08-03,38.93799497,-120.292262,2.325144218,,,0.03146750000000001,0.05179,0.045410000000000006,0.283945,0.19894250000000002,0.1231525,5,2022.4013671875,1.54887855052948,LANDSAT_8,10.222338078703704,286.20001220703125,297.6000061035156,0.7242489107497988,-0.6914828659508243,0.4516344021076967,0.43142261154752787,-0.1481634805192541
Calf,CP22,2022-08-03,38.93781602,-120.292519,4.266257985,,,0.041092500000000004,0.06952750000000002,0.07136999999999999,0.2876025,0.2531725,0.1516425,5,2021.734375,1.410536527633667,LANDSAT_8,10.222338078703704,286.20001220703125,297.6000061035156,0.6023650836763262,-0.610631982751379,0.38403680657986,0.37760085450931197,-0.05037197428000844
Calf,CP23,2022-08-03,38.93805499,-120.292723,4.505832381,,,0.044942499999999996,0.07136999999999999,0.07904250000000002,0.30017,0.2619175,0.16825250000000003,5,2022.435302734375,1.377712607383728,LANDSAT_8,10.222338078703704,286.20001220703125,297.6000061035156,0.5831229192075682,-0.615815255423373,0.3846080260199932,0.3772594793636351,-0.05311574657460535
Calf,CP24,2022-08-03,38.93827702,-120.292909,3.84431457,,,0.044942499999999996,0.07136999999999999,0.07904250000000002,0.30017,0.2619175,0.16825250000000003,5,2023.3438720703125,1.5912688970565796,LANDSAT_8,10.222338078703704,286.20001220703125,297.6000061035156,0.5831229192075682,-0.615815255423373,0.3846080260199932,0.3772594793636351,-0.05311574657460535
Calf,CP2,2022-08-03,38.93819798,-120.292089,3.80340988,,,0.03652749999999999,0.05902249999999998,0.06020500000000001,0.2917825,0.23471999999999998,0.13833250000000002,5,2023.5753173828125,2.1429615020751953,LANDSAT_8,10.222338078703704,286.20001220703125,297.6000061035156,0.6579139884228843,-0.6635025156425935,0.41981155591006525,0.40771284789976375,-0.08820744691129019
