ID,Burn_year,Sides
14799,2021,At least 1 side
14800,2021,All sides
14880,1987,All sides
14883,2010,At least 1 side
14883,1988,At least 1 side
14883,2021,At least 1 side
14884,2021,All sides
14885,1988,All sides
14886,2010,All sides
14887,1999,At least 1 side
14887,2010,At least 1 side
14887,1988,At least 1 side
14888,2010,At least 1 side
14888,1988,At least 1 side
14888,2021,At least 1 side
14889,1988,All sides
15015,1988,All sides
15017,2014,At least 1 side
15082,2018,All sides
15084,2020,At least 1 side
15086,1992,At least 1 side
15088,2000,At least 1 side
15089,2000,At least 1 side
15094,2008,All sides
15105,2017,At least 1 side
15106,2017,At least 1 side
15107,2000,At least 1 side
15108,2020,All sides
15109,2020,All sides
15110,2020,All sides
15111,2020,All sides
15112,2020,All sides
15116,1984,At least 1 side
15205,2020,At least 1 side
15207,2021,At least 1 side
15209,1984,At least 1 side
15210,1984,At least 1 side
15210,2021,At least 1 side
15227,2020,All sides
15228,2020,All sides
15229,2020,All sides
15230,2020,All sides
15231,2020,All sides
15232,1994,All sides
15235,1999,All sides
15237,2017,At least 1 side
15237,2021,At least 1 side
15239,2021,All sides
15240,2021,All sides
15241,2021,All sides
15242,2021,All sides
15243,2021,All sides
15244,2021,All sides
15245,2021,All sides
15246,2021,All sides
15247,2021,All sides
15248,2021,At least 1 side
15249,1987,All sides
15250,2021,All sides
15251,2007,All sides
15252,2007,All sides
15253,2007,All sides
15254,2007,All sides
15255,2021,All sides
15256,2021,At least 1 side
15257,2021,At least 1 side
15276,2015,At least 1 side
15277,1998,At least 1 side
15280,2018,At least 1 side
15302,1996,All sides
15312,2018,At least 1 side
15316,2008,All sides
15319,1990,All sides
15340,2020,All sides
15342,2020,At least 1 side
15391,2020,At least 1 side
15391,2003,At least 1 side
15393,1992,At least 1 side
15397,2021,All sides
15408,1988,At least 1 side
15408,2001,At least 1 side
15413,2020,All sides
15420,2021,All sides
15427,2018,At least 1 side
15429,2021,At least 1 side
15434,2021,All sides
15437,1985,All sides
15438,2020,All sides
15468,2021,At least 1 side
15520,2021,All sides
15525,2002,All sides
15562,2001,At least 1 side
15585,2021,All sides
15586,2021,All sides
15587,2021,All sides
15590,2021,All sides
15591,2021,All sides
15592,2000,All sides
15601,2021,All sides
15606,2021,All sides
15607,2002,At least 1 side
15609,2021,All sides
15610,2002,All sides
15618,2021,All sides
15653,2021,All sides
15654,2021,All sides
15655,2021,All sides
15676,2020,All sides
15729,2021,All sides
15731,2020,All sides
15744,2009,All sides
15748,1987,At least 1 side
15756,2020,All sides
15793,2015,All sides
15820,2003,At least 1 side
15822,2021,All sides
15875,1997,At least 1 side
15875,1994,At least 1 side
15875,1987,At least 1 side
15875,2009,At least 1 side
15875,2011,At least 1 side
15875,2021,At least 1 side
15879,2002,All sides
15901,2022,All sides
15904,2018,At least 1 side
15906,2022,At least 1 side
15916,2021,All sides
15929,2021,All sides
15930,1987,At least 1 side
15930,2018,At least 1 side
15930,2021,At least 1 side
15930,2021,At least 1 side
15931,2021,At least 1 side
15991,2019,At least 1 side
16012,1995,At least 1 side
16061,2008,At least 1 side
16062,2008,At least 1 side
16064,2020,All sides
16069,2006,At least 1 side
16082,2021,All sides
16083,2021,All sides
16084,2021,All sides
16085,2021,All sides
16086,2021,All sides
16095,2021,All sides
16096,2021,All sides
16097,2021,All sides
16098,2021,All sides
16099,2021,All sides
16100,2021,All sides
16101,2021,All sides
16102,2021,All sides
16103,2021,All sides
16104,2021,All sides
16105,2021,All sides
16106,2021,All sides
16107,2021,All sides
16108,2012,At least 1 side
16109,2012,All sides
16118,2021,All sides
16126,2021,All sides
16127,2021,All sides
16130,2015,At least 1 side
16131,2015,All sides
16155,2008,At least 1 side
16158,2008,At least 1 side
16160,2008,All sides
16161,2008,At least 1 side
16162,2008,All sides
16186,2007,At least 1 side
16186,2019,At least 1 side
16187,2019,All sides
16207,2021,All sides
16208,2021,All sides
16210,1992,At least 1 side
16214,2021,All sides
16215,2021,All sides
16218,2021,All sides
16219,2021,All sides
16220,2021,All sides
16221,2021,All sides
16222,2021,All sides
16229,2021,All sides
16230,2021,All sides
16233,2021,All sides
16234,2021,All sides
16235,2021,All sides
16236,2021,All sides
16237,2021,All sides
16238,2021,All sides
16239,2021,All sides
16240,2021,All sides
16242,2021,All sides
16243,2021,All sides
16244,2021,All sides
16245,2021,All sides
16246,2021,All sides
16247,2021,All sides
16248,2021,All sides
16249,2021,All sides
16250,2021,All sides
16251,2021,All sides
16252,2021,All sides
16253,2021,All sides
16254,2021,All sides
16255,2021,All sides
16256,2021,All sides
16257,2021,All sides
16258,2021,All sides
16259,2021,All sides
16260,2021,All sides
16261,2021,All sides
16262,2021,All sides
16263,2021,All sides
16264,2021,All sides
16265,2021,All sides
16266,2021,All sides
16270,2021,At least 1 side
16272,2021,At least 1 side
16273,2021,All sides
16276,2021,At least 1 side
16282,2021,All sides
16283,2021,All sides
16284,2020,At least 1 side
16284,2000,At least 1 side
16284,2012,At least 1 side
16284,2021,At least 1 side
16285,2021,All sides
16286,2021,All sides
16287,2021,All sides
16295,2021,All sides
16296,2021,All sides
16299,2021,All sides
16300,2021,All sides
16301,2004,All sides
16303,2021,All sides
16304,2021,All sides
16305,2021,All sides
16306,2021,All sides
16307,2021,All sides
16308,2021,All sides
16309,2021,All sides
16310,2021,All sides
16311,2021,All sides
16312,2021,All sides
16313,2021,All sides
16316,2021,All sides
16317,2021,All sides
16318,2019,At least 1 side
16318,2021,At least 1 side
16319,2021,All sides
16320,2021,All sides
16321,2021,All sides
16322,2021,All sides
16323,2021,All sides
16324,2021,All sides
16325,2021,At least 1 side
16326,2021,All sides
16327,2021,All sides
16328,2021,All sides
16329,1994,At least 1 side
16335,2021,All sides
16336,2021,All sides
16337,2021,All sides
16338,2021,All sides
16339,2021,All sides
16340,2021,All sides
16341,2021,All sides
16342,2021,All sides
16343,2021,All sides
16344,2021,All sides
16345,2021,All sides
16346,2021,All sides
16347,2021,All sides
16348,2021,All sides
16349,2021,All sides
16350,2021,All sides
16351,2021,All sides
16352,2021,All sides
16353,2021,All sides
16354,2021,All sides
16355,2021,All sides
16356,2021,All sides
16357,2021,All sides
16358,2021,All sides
16360,2021,All sides
16413,2021,All sides
16414,2021,All sides
16415,2021,All sides
16416,2021,All sides
16417,2021,All sides
16423,2020,At least 1 side
16423,2020,At least 1 side
16423,2007,At least 1 side
16423,1994,At least 1 side
16423,1996,At least 1 side
16423,1996,At least 1 side
16423,2006,At least 1 side
16423,2021,At least 1 side
16441,2021,All sides
16442,2021,All sides
16443,2019,At least 1 side
16443,2021,At least 1 side
16447,2021,All sides
16448,2021,All sides
16449,2021,All sides
16450,2021,At least 1 side
16451,2021,At least 1 side
16452,2021,At least 1 side
16463,1995,At least 1 side
16464,1995,At least 1 side
16465,2020,At least 1 side
16480,1984,At least 1 side
16492,2003,At least 1 side
16497,2003,At least 1 side
16497,2003,At least 1 side
16501,2020,All sides
16515,2020,All sides
16517,2021,All sides
16518,2020,All sides
16519,2020,All sides
16523,2015,All sides
16538,2017,At least 1 side
16549,2021,All sides
16550,2021,All sides
16551,2021,All sides
16552,2021,At least 1 side
16553,2021,All sides
16554,2021,All sides
16555,2021,All sides
16556,2021,All sides
16557,2021,All sides
16558,2021,All sides
16559,2021,At least 1 side
16560,2021,All sides
16561,2021,All sides
16562,2021,All sides
16563,2021,All sides
16564,2021,All sides
16565,2020,At least 1 side
16565,2021,At least 1 side
16594,2021,All sides
16597,2021,At least 1 side
16598,2021,All sides
16599,2021,All sides
16600,1992,At least 1 side
16600,2021,At least 1 side
16602,2021,All sides
16603,2021,All sides
16604,2021,All sides
16605,2021,All sides
16606,2021,All sides
16607,2021,All sides
16608,2021,All sides
16609,2021,All sides
16610,2021,All sides
16611,2021,All sides
16612,2021,All sides
16613,2021,All sides
16614,2021,All sides
16615,2021,All sides
16616,2021,All sides
16617,2021,All sides
16618,2021,All sides
16619,2021,All sides
16620,2021,All sides
16621,2021,All sides
16622,2021,All sides
16623,2021,All sides
16624,2021,All sides
16625,2021,All sides
16626,2021,All sides
16627,2021,All sides
16628,2021,All sides
16629,2021,All sides
16630,2021,All sides
16631,2021,All sides
16632,2021,All sides
16633,2021,All sides
16634,2021,All sides
16635,2021,All sides
16636,2021,All sides
16637,2021,All sides
16638,2021,All sides
16639,2021,All sides
16640,2021,All sides
16641,2021,All sides
16642,2021,All sides
16643,2021,All sides
16644,2021,All sides
16645,2021,All sides
16646,2021,All sides
16647,2021,All sides
16648,2021,All sides
16649,2021,All sides
16650,2021,All sides
16651,2021,All sides
16652,2021,All sides
16653,2021,All sides
16654,2021,All sides
16655,2021,All sides
16656,2021,All sides
16657,2021,All sides
16658,2021,All sides
16659,2021,All sides
16660,2021,All sides
16661,2021,All sides
16662,2021,All sides
16663,2021,All sides
16664,2021,All sides
16665,2021,All sides
16666,2021,All sides
16667,2021,All sides
16668,2021,All sides
16669,2021,All sides
16670,2021,All sides
16671,2021,All sides
16672,2021,All sides
16673,2021,All sides
16674,2021,All sides
16675,2021,All sides
16676,2021,All sides
16677,2021,All sides
16678,2021,All sides
16679,2021,All sides
16680,2021,All sides
16681,2021,All sides
16682,2021,All sides
16683,2021,All sides
16684,2021,All sides
16685,2021,All sides
16686,2021,All sides
16687,2021,All sides
16688,2021,All sides
16689,2021,All sides
16690,2021,All sides
16691,2021,All sides
16692,2021,All sides
16693,2021,All sides
16694,2021,All sides
16695,2021,All sides
16696,2021,All sides
16697,1999,All sides
16698,1999,All sides
16699,1999,All sides
16700,2021,All sides
16701,2021,All sides
16702,2021,All sides
16703,2021,All sides
16704,2021,All sides
16705,1999,All sides
16706,1999,All sides
16707,1999,All sides
16708,2021,All sides
16709,2021,All sides
16710,2021,All sides
16711,2021,All sides
16712,2021,All sides
16713,2021,All sides
16714,2021,All sides
16715,2021,All sides
16716,2021,All sides
16717,2021,All sides
16718,2021,All sides
16719,2021,All sides
16720,2021,All sides
16721,2021,All sides
16722,2020,All sides
16723,2020,All sides
16741,2021,All sides
16742,2021,All sides
16743,2021,All sides
16744,2021,All sides
16745,2021,All sides
16746,1990,All sides
16747,2021,All sides
16748,2021,All sides
16749,2021,All sides
16750,2021,All sides
16751,2021,All sides
16752,2021,All sides
16753,2021,All sides
16754,2021,All sides
16755,2021,All sides
16756,2021,All sides
16757,2021,All sides
16758,2021,All sides
16759,2021,All sides
16760,2021,All sides
16761,2021,All sides
16762,2021,All sides
16763,2021,All sides
16764,2021,All sides
16765,2021,All sides
16766,2021,All sides
16767,2021,All sides
16768,2019,All sides
16769,2019,All sides
16770,2007,All sides
16771,2021,All sides
16772,2020,All sides
16773,2020,All sides
16774,2020,All sides
16775,2007,All sides
16776,2020,All sides
16797,2021,At least 1 side
16800,2021,At least 1 side
16811,2009,At least 1 side
16812,2022,At least 1 side
16813,2017,All sides
16814,2017,All sides
16815,2017,All sides
16822,2019,At least 1 side
16833,2017,At least 1 side
16839,2001,All sides
16843,2020,At least 1 side
16843,1997,At least 1 side
16844,2020,At least 1 side
16845,2020,All sides
16846,2020,All sides
16848,2020,At least 1 side
16850,1986,All sides
16851,1986,At least 1 side
16852,1986,At least 1 side
16853,1986,At least 1 side
16857,2019,At least 1 side
16858,2019,At least 1 side
16859,2019,At least 1 side
16864,1986,At least 1 side
16865,1986,At least 1 side
16866,1986,All sides
16867,1986,At least 1 side
16868,2010,At least 1 side
16870,2009,At least 1 side
16875,1986,All sides
16876,1986,At least 1 side
16879,2020,At least 1 side
16880,2020,All sides
16889,2010,At least 1 side
16892,2007,At least 1 side
16893,1998,At least 1 side
16896,2011,At least 1 side
16954,2021,All sides
16957,2021,All sides
16958,2021,All sides
17018,2017,At least 1 side
17019,2017,All sides
17022,2021,All sides
17023,2021,All sides
17024,2021,All sides
17025,2021,All sides
17026,2021,All sides
17027,2021,All sides
17028,2021,All sides
17029,2021,All sides
17030,2021,All sides
17031,2021,All sides
17032,2021,All sides
17033,2021,All sides
17034,2021,All sides
17035,2021,All sides
17036,2021,All sides
17037,2021,All sides
17038,2021,All sides
17039,2021,All sides
17040,2021,All sides
17041,2021,All sides
17042,2021,All sides
17044,2021,All sides
17045,2021,All sides
17050,2021,All sides
17051,2021,All sides
17052,2021,All sides
17053,2021,All sides
17056,2021,At least 1 side
17057,2021,All sides
17058,2021,All sides
17059,2021,All sides
17060,2021,All sides
17061,2021,All sides
17062,2019,All sides
17063,2019,All sides
17064,2019,All sides
17065,2019,All sides
17066,2019,All sides
17067,2021,All sides
17079,2021,All sides
17080,2021,All sides
17081,2021,All sides
17082,2021,All sides
17083,2021,All sides
17084,2021,All sides
17085,2021,All sides
17086,2021,All sides
17087,2021,All sides
17088,2021,All sides
17089,2021,All sides
17090,2021,All sides
17091,2021,All sides
17092,2021,All sides
17104,2021,All sides
17105,2021,All sides
17117,2020,At least 1 side
17118,2020,At least 1 side
17118,1985,At least 1 side
17118,2003,At least 1 side
17118,2018,At least 1 side
17122,1986,At least 1 side
17122,1996,At least 1 side
17124,2001,At least 1 side
17140,2021,At least 1 side
17141,2021,At least 1 side
17144,2005,At least 1 side
17145,2017,At least 1 side
17149,1985,At least 1 side
17150,1985,All sides
17152,1999,At least 1 side
17158,2017,At least 1 side
17161,2021,All sides
17162,2021,At least 1 side
17163,1988,At least 1 side
17163,2021,At least 1 side
17164,2017,All sides
17171,2021,All sides
