Site,ID,SampleDate,Latitude,Longitude,SoilC.kg.m2,SoilN.kg.m2,Roots.kg.m2,percentC,percentN
Mountain Meadows Creek,MMC6,2021-11-19,40.2686787,-120.905337,4.376995743,0.156837628,0.909536739,1.478925071,
Mountain Meadows Creek,MMC7,2021-11-19,40.26483588,-120.908749,6.948301491,0.264778047,0.023321455,2.530640656,
Mountain Meadows Creek,MMC8,2021-11-19,40.26677174,-120.908537,10.17431351,0.985532596,2.413770576,6.088729325,
Mountain Meadows Creek,MMC9,2021-11-19,40.26924514,-120.908308,4.209679142,0.172687549,0.087455456,2.141334175,
Upper Lacey,LASC1,2019-08-29,39.45151001,-120.434307,8.187737781,0.602818207,1.260174812,2.574599019,0.189154899
Upper Lacey,LASC2,2019-08-29,39.45216598,-120.433713,7.89323547,0.706984685,0.924520774,2.939492448,0.26312385
Upper Lacey,LASC3,2019-08-29,39.45264601,-120.432585,6.064611704,0.498818224,2.343689604,2.36503162,0.194690415
Upper Lacey,LASC4,2019-08-29,39.45335797,-120.432288,7.757151803,0.719594319,1.925594222,2.683086914,0.246009204
Upper Lacey,LASC6,2019-08-29,39.45563802,-120.43028,8.999654699,0.783280424,2.520349623,4.398347739,0.372554365
Lower Bear Creek,LBSC1,2019-07-19,39.18634599,-120.208439,13.71192374,0.795992069,2.231804923,6.195354152,0.359942586
Lower Bear Creek,LBSC2,2019-07-19,39.18611398,-120.20895,7.376070126,0.398764572,0.765526755,2.454726363,0.133005701
Lower Bear Creek,LBSC3,2019-07-19,39.18654003,-120.209169,8.996407811,0.526545554,3.168103032,3.942895838,0.23075488
Lower Bear Creek,LBSC4,2019-07-19,39.18424197,-120.210052,13.83354536,0.84450065,0.830302096,3.914108406,0.239056064
Lower Bear Creek,LBSC5,2019-07-19,39.18405304,-120.210156,14.08568408,0.869223407,2.184695585,5.293775172,0.326080331
Lower Bear Creek,LBSC6,2019-07-19,39.184204,-120.21036,15.05407103,0.80608201,2.83833766,5.599240608,0.298439587
Lower Lacey,LLE3,2019-07-20,39.474604,-120.418731,9.71172803,0.919443205,3.009109013,3.890567027,0.356787979
Lower Lacey,LLESC1,2019-07-20,39.46904697,-120.421071,10.86728281,1.028148399,7.137064823,3.976268722,0.374221526
Lower Lacey,LLESC2,2019-07-20,39.47017903,-120.419731,13.91616058,1.312453935,7.34316818,5.034439887,0.473481605
Lower Lacey,LLWSC1,2019-07-20,39.47227903,-120.424778,9.342796035,0.879479653,5.458794629,3.000486413,0.279442727
Lower Lacey,LLWSC2,2019-07-20,39.47278203,-120.422937,10.59664519,0.828611939,9.839963134,3.862301426,0.304136419
Lower Lacey,LLWSC3,2019-07-20,39.47439102,-120.418757,10.12777593,0.679659949,6.995736806,4.110137316,0.272988811
Lower Perazzo,LPC1SC,2019-08-13,39.49437699,-120.323397,4.494553189,0.343838785,6.87796346,1.856631316,0.139631954
Lower Perazzo,LPC2SC,2019-08-13,39.49442997,-120.323506,6.149810314,0.447320418,5.076031251,2.544989557,0.181447443
Lower Perazzo,LPC3SC,2019-08-13,39.49450599,-120.323598,5.29915283,0.521439434,3.315319715,2.163982617,0.215916781
Lower Perazzo,LPC4SC,2019-08-13,39.49452301,-120.323705,6.023423168,0.562344164,2.77356232,1.938709726,0.182048912
Martis Wildlife,MWSC10,2019-07-13,39.29928199,-120.13364,1.600689618,0.1095451,1.637049522,1.796132838,0.123899168
Martis Wildlife,MWSC12,2019-07-13,39.299297,-120.132947,10.96192619,0.820000125,1.589940183,4.111690067,0.311943617
Martis Wildlife,MWSC14,2019-07-13,39.29956103,-120.132922,5.929725255,0.461381225,0.471093387,2.486781912,0.200084133
Martis Wildlife,MWSC16,2019-07-13,39.299614,-120.134055,9.265320647,0.714571095,3.762858434,3.571612501,0.287547102
Martis Wildlife,MWSC18,2019-07-13,39.29988901,-120.133615,12.79748185,1.002639074,3.515534405,4.622144596,0.368782772
Martis Wildlife,MWSC2,2019-07-13,39.29878998,-120.133986,10.32487397,0.757990764,2.184695585,5.036986822,0.3810259
Martis Wildlife,MWSC20,2019-07-13,39.29983503,-120.132924,10.10271407,0.793163964,2.873669665,4.112880171,0.336876847
Martis Wildlife,MWSC22,2019-07-13,39.30014499,-120.133256,13.05326118,0.937733671,6.530532086,5.631654487,0.419982649
Martis Wildlife,MWSC24,2019-07-13,39.30014198,-120.133961,8.161820055,0.548236858,2.28480293,3.611216656,0.256622104
Martis Wildlife,MWSC4,2019-07-13,39.29875997,-120.132971,12.53734306,0.825821721,2.161140916,7.992413024,0.541665036
Martis Wildlife,MWSC6,2019-07-13,39.29894303,-120.132956,11.84587584,0.79096405,5.935776684,7.464314481,0.548138464
Martis Wildlife,MWSC8,2019-07-13,39.29901796,-120.133627,6.672888208,0.440168276,6.9427388,3.997568961,0.283435791
Dotta,DG1,2016-06-29,39.90285999,-120.36843,14.13677617,,4.219143043,15.08312678,
Dotta,DG5,2016-06-29,39.90276796,-120.368202,11.40140834,,2.630899772,7.67920233,
Dotta,DSG5,2016-06-29,39.90319602,-120.36797,8.209761817,,0.186688246,4.633009175,
Davies,DVG1,2016-09-22,39.504158,-120.097842,6.698083368,,0.117773347,7.166431737,
Davies,DVG5,2016-09-22,39.50439798,-120.099116,6.561562882,,0.066507302,7.438073653,
Davies,DVR3,2016-09-22,39.50389196,-120.097341,6.269515342,,0.912743438,6.207654879,
Davies,DVR5,2016-09-22,39.50397997,-120.098518,5.870663239,,0.692721413,5.423110128,
Kyburz,KG2,2016-09-16,39.50670501,-120.233205,7.828920487,,1.451729697,5.039086203,
Kyburz,KG4,2016-09-16,39.50689604,-120.233186,7.647325851,,0.453427386,4.519988513,
Kyburz,KSG2,2016-09-16,39.50656202,-120.233528,9.980789039,,0.247324029,7.28476435,
Kyburz,KSG4,2016-09-16,39.50673896,-120.233491,11.81445665,,0.51231406,8.511562978,
McReynolds,MG1,2016-06-28,39.95630301,-120.496784,15.19366048,,5.112330183,9.332812786,
McReynolds,MG5,2016-06-28,39.95612204,-120.496686,16.69518236,,8.802866025,12.26870797,
McReynolds,MSG1,2016-06-28,39.95620804,-120.496047,4.981793759,,2.518892033,2.754113801,
McReynolds,MSG5,2016-06-28,39.956187,-120.495788,7.09431275,,2.776642124,4.020436184,
Van Norden,NR2,2017-08-14,39.318036,-120.366214,5.375830352,,4.917037234,3.783356651,
Van Norden,NR4,2017-08-14,39.31784296,-120.366134,7.903479906,,3.491979737,4.389448647,
Upper Clarks,UCG1,2016-08-19,40.13691097,-120.508828,9.736453948,,3.496396237,5.070346816,
Upper Clarks,UCG5,2016-08-19,40.13672196,-120.508761,8.566544307,,3.049983293,4.681834453,
Upper Clarks,UCSG2,2016-08-19,40.13715598,-120.508647,10.06810384,,4.556706875,5.798246082,
Upper Clarks,UCSG4,2016-08-19,40.13715598,-120.508408,10.42832544,,0.507897559,4.882974984,
Perazzo,ZG1,2016-09-16,39.47856001,-120.384892,10.107264,,2.102254243,6.003584029,
Perazzo,ZG3,2016-09-16,39.47876201,-120.384714,10.25476069,,2.779450987,7.556740281,
Perazzo,ZR1,2016-09-16,39.47834903,-120.383887,5.503397201,,0.635976073,3.614417035,
Perazzo,ZR5,2016-09-16,39.47819003,-120.383726,12.43136994,,1.195399471,10.98242345,
Perazzo,ZSG2,2016-09-16,39.47850402,-120.384429,8.005272639,,0.647753408,4.364089723,
Perazzo,ZSG4,2016-09-16,39.47862798,-120.383954,10.20213845,,1.890262218,3.689937745,
Moonlight Lower Goodrich,T2-05,2023-11-21,40.30001436,-120.950753,13.923008,0.99091665,1.04229412,5.218838853,
Moonlight Lower Goodrich,T2-06,2023-11-21,40.29951617,-120.949769,9.79284277,0.631532485,2.125808912,2.954825382,
Moonlight Lower Goodrich,T2-07,2023-11-21,40.29918022,-120.948939,10.5493011,0.685803071,3.097439024,3.649962819,
Moonlight Lower Goodrich,T2-08,2023-11-21,40.29870121,-120.948243,6.652786801,0.47280859,0.139487808,2.047802746,
Moonlight Lower Goodrich,T3-09,2023-11-21,40.29751937,-120.952677,8.433738517,0.519022322,1.878484884,2.47279345,
Moonlight Lower Goodrich,T3-10,2023-11-21,40.29715743,-120.951906,5.482370758,0.417916083,0.017666002,1.56189498,
Moonlight Lower Goodrich,T3-11,2023-11-21,40.29683978,-120.951283,4.351120605,0.299339108,0.105996012,1.146468806,
Moonlight Lower Goodrich,T3-12,2023-11-21,40.29643578,-120.950523,7.185630075,0.55181453,0.158994018,1.772256506,
Moonlight Lower Goodrich,T1-01,2023-11-22,40.30275866,-120.948258,7.221848437,0.511020737,0.147216684,2.474405861,
Moonlight Lower Goodrich,T1-02,2023-11-22,40.30271136,-120.947889,6.062464725,0.411845299,0.282656033,1.795313403,
Moonlight Lower Goodrich,T1-03,2023-11-22,40.30268285,-120.947423,7.639605632,0.528770658,0.461839768,2.26231225,
Moonlight Lower Goodrich,T1-04,2023-11-22,40.30263786,-120.946948,10.29043715,0.716234922,2.008035565,3.376004498,
Bonita,BO11,2021-10-01,36.04088827,-118.333106,4.754508945,0.294754973,4.926657334,2.259179242,0.140766675
Bonita,BO15,2021-10-01,36.03723108,-118.329915,10.19146695,0.821618856,7.445374456,11.15101149,0.897329697
Bonita,BO17,2021-10-01,36.03738875,-118.330534,11.14675242,1.000899989,5.21817552,4.997234002,0.455323942
Bonita,BO3,2021-10-01,36.04034033,-118.332705,6.044343057,0.362421793,5.26481843,2.918584151,0.174957753
Osa,O15,2021-10-01,36.18121809,-118.308561,10.66634389,0.80492923,1.76076984,4.613533703,0.347771602
Osa,O20,2021-10-01,36.18123009,-118.310256,8.934804662,0.661939234,3.235851859,3.693990084,0.273707074
Osa,O4,2021-10-01,36.18078373,-118.308996,13.35271838,0.986994983,4.186201143,7.166873869,0.531409354
Osa,O7,2021-10-01,36.1814894,-118.307975,16.763582,1.256696731,1.393456926,7.503669624,0.563785929
Partnership,P18,2021-10-01,36.15656984,-118.27711,10.64378909,0.876139146,2.763592398,6.012954156,0.494959132
Partnership,P4,2021-10-01,36.15781701,-118.274205,6.797659662,0.521421205,1.53921602,2.247288583,0.173166592
Partnership,P5,2021-10-01,36.15807465,-118.274111,8.572298569,0.65879884,1.101938741,2.669760508,0.204279678
Partnership,P7,2021-10-01,36.15752373,-118.273888,8.789826592,0.753494566,1.440099836,3.252791978,0.279777911
Clover Valley,D13,2019-06-28,39.95544474,-120.4263173,,,6.468788535,,
Clover Valley,D14,2019-06-28,39.95047473,-120.4264405,,,4.681782059,,
Deer,DHA,2019-09-07,39.42866637,-120.6508363,13.32247575,,5.54443652,28.48802663,
Loney,LHA,2019-08-22,39.42058534,-120.6555018,14.55996173,,5.944541665,18.69627342,
Clover Valley,R25,2019-06-28,39.94547401,-120.4271855,,,5.261903248,,
Clover Valley,R26,2019-06-28,39.941533,-120.4275425,,,1.835106978,,
Sardine,SA1A,2021-10-07,39.51372401,-120.113295,10.97453787,0.889708602,2.594511851,3.738021742,0.303210001
Sardine,SA1B,2021-10-07,39.51379098,-120.113413,9.567847684,0.719846344,1.824903841,2.752304054,0.207318016
Sardine,SA2A,2021-10-07,39.51312496,-120.117378,8.138675402,0.595383932,1.154412015,2.188945141,0.160563846
Sardine,SA2B,2021-10-07,39.51300702,-120.1174,10.61477938,0.7874172,0.606357826,2.96925811,0.220855345
Sardine,SA3A,2021-10-07,39.51268499,-120.11738,8.475493443,0.67340055,1.206885287,2.598865701,0.205844553
Sardine,SA3B,2021-10-07,39.51255499,-120.117293,4.140790012,0.355037144,0.851233101,1.367741381,0.117190164
Sardine,SA4B,2021-10-07,39.51315698,-120.119772,9.77394929,0.705290289,1.294340744,3.132953784,0.226030609
Sardine,SA4C,2021-10-07,39.51286001,-120.119931,10.17464436,0.733930578,3.486557498,3.556283203,0.256628046
Sardine,SA5A,2021-10-07,39.51250101,-120.121565,6.596294559,0.516082426,1.148581651,2.012444947,0.158010584
Sardine,SA5B,2021-10-07,39.51236103,-120.121547,4.554798479,0.374338681,0.489750552,1.299441187,0.106666521
Bean,BE18,2019-07-15,37.75472028,-120.14281,,,1.189394196,1.745460788,
Bean,BE2,2019-07-15,37.75339282,-120.141393,6.257232033,0.382084395,2.034796934,1.677845088,0.122804812
Bean,BE20,2019-07-15,37.75377668,-120.143884,6.315393787,0.43553031,1.171903106,1.680884512,0.132489686
Bean,BE24,2019-07-15,37.75351333,-120.143522,5.567145459,0.346916588,1.381796199,1.554811494,0.111061324
Bean,BE4,2019-07-15,37.75376251,-120.141385,6.922441066,0.444743355,1.346814017,1.936627194,0.148519218
Bean,BE6,2019-07-15,37.75338843,-120.140897,4.739816028,0.323721432,2.139743481,1.754650084,0.103070241
Bean,BE8,2019-07-15,37.75263388,-120.142132,6.363660163,0.420222277,1.795752023,1.849628732,0.136098147
Bonita,BO11,2018-07-01,36.04088827,-118.333106,5.706779869,0.582592689,15.70116947,2.830716378,0.275300074
Bonita,BO13,2018-07-01,36.03774023,-118.329693,10.83863202,,6.016935348,12.54980122,0.680587257
Bonita,BO16,2018-07-01,36.03728437,-118.330227,9.326803249,0.605762799,10.41302958,10.77966756,0.631087807
Bonita,BO2,2018-07-01,36.04019003,-118.332431,3.351564021,0.606185941,7.410392274,1.2560171,0.227984668
Bonita,BO21,2018-07-01,36.03646599,-118.330256,15.34073151,0.941910732,7.894312463,8.541118086,0.504793449
Bonita,BO6,2018-07-01,36.0402798,-118.332006,8.354329842,0.554704817,14.84993637,5.360798201,0.357227507
Bonita,BO7,2018-07-01,36.04049153,-118.332985,9.983379077,0.585483429,8.763036654,7.059794357,0.405527431
Deer,D11,2018-07-01,39.42819702,-120.650784,17.25406778,1.18871298,9.67508045,12.98555245,0.890717323
Deer,D14,2018-07-01,39.42932558,-120.650599,15.90901963,0.953586099,8.603342993,10.64204024,0.634910911
Deer,D15,2018-07-01,39.42949452,-120.650322,15.38666844,1.157777891,5.576567977,6.909463559,0.521320885
Deer,D16,2018-07-01,39.42928175,-120.65011,18.11323076,1.313694769,1.960926226,9.335152996,0.685908886
Deer,D20,2018-07-01,39.42890242,-120.650167,13.99112051,,4.987701242,6.572818975,0.496303489
Deer,D21,2018-07-01,39.42906861,-120.649897,20.96007043,1.513347353,5.129029259,10.30145681,0.740526435
Deer,D24,2018-07-01,39.42852742,-120.650225,21.45937666,1.213699493,8.279466288,8.974988086,0.506459976
East Creek,C1,2018-07-01,40.24418042,-120.900972,10.33608643,0.960896948,4.337790599,3.724395483,0.3383212
East Creek,C12,2018-07-01,40.24346585,-120.900515,9.97157474,1.166801731,0.437277278,2.680952118,0.301386605
East Creek,C14,2018-07-01,40.24376207,-120.90226,8.764816771,1.186569948,0.268196731,2.041704578,0.267778769
East Creek,C16,2018-07-01,40.24340594,-120.902429,11.85750587,0.973917848,1.673314384,4.846063615,0.393279115
East Creek,C21,2018-07-01,40.24314264,-120.902276,12.23277755,1.178862213,0.903706375,3.559929121,0.337853291
East Creek,C23,2018-07-01,40.24300747,-120.901803,6.978088187,0.882765025,1.80741275,2.126039408,0.2760323
East Creek,C5,2018-07-01,40.24382567,-120.901141,17.85788974,1.474143794,2.093100571,5.877168717,0.432936366
East Creek,C8,2018-07-01,40.2435983,-120.900989,6.575828645,1.015783239,1.101938741,1.677872872,0.263173791
Goodrich,R11,2018-07-01,40.3652384,-120.950044,6.312399301,0.875801497,0.892045648,1.817009566,0.259901948
Goodrich,R15,2018-07-01,40.36300816,-120.953197,15.27009938,1.168847437,0.542223825,4.781970402,0.372644826
Goodrich,R17,2018-07-01,40.36263427,-120.953173,14.96640347,1.172326096,0.180741275,4.991845146,0.378952621
Goodrich,R22,2018-07-01,40.36268228,-120.952682,14.31633102,1.121208173,0.787099101,4.779088776,0.37237733
Goodrich,R24,2018-07-01,40.3627108,-120.952175,13.37989338,1.132790677,0.075794728,3.761889922,0.333492304
Goodrich,R3,2018-07-01,40.36562882,-120.949073,12.12256193,1.307618139,0.763777646,3.158014785,0.332252319
Goodrich,R5,2018-07-01,40.365631,-120.94956,10.03114116,1.082685473,0.62967928,2.737108937,0.294296603
Goodrich,R7,2018-07-01,40.36563256,-120.950046,9.804460952,1.189671231,0.880384921,2.720137408,0.305291888
Greenville,V1,2018-07-01,40.23818046,-120.909457,9.999476007,0.983212459,1.206885288,3.565024652,0.354048049
Greenville,V12,2018-07-01,40.23787941,-120.910426,15.47609271,1.210972296,2.536208214,5.754235193,0.452235851
Greenville,V14,2018-07-01,40.23923895,-120.909829,13.37524014,1.16477769,2.874369309,5.150978584,0.439752283
Greenville,V21,2018-07-01,40.23927026,-120.910573,14.80664437,1.138889937,2.518717123,5.826738706,0.436841993
Greenville,V23,2018-07-01,40.23890324,-120.910805,12.6109549,1.049199928,4.157049325,4.763116666,0.387351673
Greenville,V5,2018-07-01,40.2383362,-120.909868,14.715686,1.280212576,0.839572375,5.306676321,0.445998449
Greenville,V8,2018-07-01,40.23824721,-120.910194,12.47409621,1.052210811,3.655638046,5.305729195,0.443827882
Loney,L10,2018-07-01,39.42075848,-120.655334,17.93376234,1.365167672,1.613494853,9.843695986,0.748091054
Loney,L11,2018-07-01,39.42049541,-120.655402,15.85924411,1.47949974,3.774635769,9.94595516,0.902661136
Loney,L4,2018-07-01,39.42012524,-120.654793,14.94021713,1.291312467,7.513939534,10.1555804,0.877748488
Loney,L5,2018-07-01,39.4209713,-120.654926,9.250491747,0.510477525,2.755857861,5.425421749,0.301808565
Loney,L6,2018-07-01,39.42070463,-120.654992,13.2373754,1.064684542,4.673691511,10.18742231,0.818889979
Loney,L7,2018-07-01,39.42043978,-120.65506,15.18910028,1.367197437,3.433093063,8.131676889,0.733685971
Martis Control,MC13,2018-07-01,39.30439386,-120.106014,20.62885501,1.450234495,7.802484234,10.58333275,0.747780506
Martis Control,MC15,2018-07-01,39.30384095,-120.10685,7.412203115,0.496638544,5.470571965,2.733105102,0.181535958
Martis Control,MC19,2018-07-01,39.30469082,-120.106923,15.83445291,1.068748662,5.205581934,7.773562013,0.524925951
Martis Control,MC21,2018-07-01,39.30454411,-120.106466,21.539195,1.534211297,4.21628582,8.089210895,0.576085027
Martis Control,MC23,2018-07-01,39.30434091,-120.107112,21.6339332,1.558433605,3.044441018,13.19387811,0.953682875
Martis Control,MC3,2018-07-01,39.30377892,-120.107947,26.52077539,2.084639084,3.474313734,13.70676609,1.076189739
Martis Control,MC7,2018-07-01,39.3034382,-120.108135,15.08366454,0.905932229,7.508050866,9.43347362,0.587407266
Martis Control,MC9,2018-07-01,39.30398804,-120.107308,16.21548602,1.137122618,5.182027265,5.353183373,0.374563694
Middle Martis,MM12,2018-07-01,39.30375737,-120.112489,19.28036844,1.40548193,7.142953491,12.11741521,0.909109098
Middle Martis,MM14,2018-07-01,39.30349845,-120.110056,14.64343233,1.006944152,5.28213461,7.092606899,0.482486184
Middle Martis,MM18,2018-07-01,39.30322014,-120.110415,19.06577503,1.336891056,11.56534267,9.769257907,0.685351288
Middle Martis,MM20,2018-07-01,39.30201298,-120.108478,8.549629111,0.692165102,2.249470926,2.634137132,0.207728608
Middle Martis,MM24,2018-07-01,39.30204346,-120.108973,10.08793014,0.725988467,3.178974418,4.562215031,0.330479008
Middle Martis,MM3,2018-07-01,39.30428043,-120.113822,19.39406545,1.384666404,6.12421404,6.968478026,0.500046983
Middle Martis,MM5,2018-07-01,39.30399766,-120.114133,22.45213794,1.62548579,7.481131244,9.067324746,0.659260737
Middle Martis,MM8,2018-07-01,39.30398376,-120.112171,15.94709147,1.177614424,7.54338287,8.976245413,0.664770517
Osa,O10,2018-07-01,36.18112893,-118.307414,7.127084525,0.705026744,1.294340743,3.29625744,0.324247408
Osa,O12,2018-07-01,36.18126411,-118.308058,13.76658577,0.838394511,4.349451327,10.93402508,0.610363545
Osa,O16,2018-07-01,36.18095129,-118.308515,5.538804479,0.768533958,0.437277278,1.936058665,0.270467723
Osa,O22,2018-07-01,36.18087268,-118.310153,7.610850703,0.8123724,3.037619493,3.281172007,0.317669638
Osa,O4,2018-07-01,36.18078373,-118.308996,11.76361398,0.74621823,1.690805476,8.711091241,0.503443501
Osa,O6,2018-07-01,36.18052454,-118.30958,14.19492354,1.051521728,1.498403473,6.393363797,0.43100499
Partnership,P10,2018-07-01,36.15833266,-118.274809,8.524418571,0.867981209,1.615010747,3.510321113,0.337330639
Partnership,P13,2018-07-01,36.15887679,-118.274212,8.544606226,0.842171005,6.104390803,3.196128236,0.317810156
Partnership,P18,2018-07-01,36.15656984,-118.27711,10.18296593,0.857638713,5.684604616,5.547266037,0.435921905
Partnership,P2,2018-07-01,36.15754705,-118.274217,9.405279009,0.905099396,3.836379321,3.352375754,0.317394865
Partnership,P22,2018-07-01,36.15694296,-118.277125,,,2.454583121,,
Partnership,P8,2018-07-01,36.15725521,-118.273898,9.498468955,0.772901158,7.981767918,4.327143671,0.355209806
Smith,S12,2019-07-15,37.76212504,-120.12188,7.419025687,0.501455946,2.810235308,2.321123003,0.157132253
Smith,S16,2019-07-15,37.76193701,-120.120841,10.13654779,0.685658314,1.545046382,3.239578669,0.219105737
Smith,S18,2019-07-15,37.76014601,-120.119534,7.866298306,0.536982204,2.1688953,2.45266626,0.167976326
Smith,S2,2019-07-15,37.76116716,-120.120232,,,2.017305844,,
Smith,S22,2019-07-15,37.76050971,-120.119759,6.996911233,,0.787099101,1.917190218,0.116100449
Smith,S4,2019-07-15,37.76149567,-120.12077,6.426668791,0.410425516,3.00263731,2.029780429,0.129707243
Smith,S8,2019-07-15,37.76122651,-120.119777,7.23995932,0.500441746,2.821896035,2.193944325,0.15185831
Upper Loney,UL10,2018-07-01,39.42324197,-120.643852,15.03219375,1.07659142,11.18846796,13.38906526,0.94132515
Upper Loney,UL14,2018-07-01,39.42267443,-120.644653,14.51396979,1.040583562,8.962551701,12.87930875,0.922883155
Upper Loney,UL3,2018-07-01,39.42269672,-120.645103,12.27744346,0.938932118,11.58889734,20.84737361,1.576955785
Upper Loney,UL7,2018-07-01,39.42301372,-120.644482,16.74326325,1.364780963,6.98984814,15.73157407,1.315928037
Upper Loney,UL8,2018-07-01,39.42290416,-120.644794,10.06993321,0.630258753,2.897224335,9.691343277,0.606553972
Upper Loney,UL9,2018-07-01,39.42312887,-120.644166,7.503549489,0.543794165,4.01607113,22.2950135,1.617858635
Bean,BE18,2016-06-01,37.75472028,-120.14281,,,,,
Bean,BE2,2016-06-01,37.75339282,-120.141393,23.82526814,,0.0,7.132436418,
Bean,BE20,2016-06-01,37.75377668,-120.143884,7.066598423,,0.0,2.148890233,
Bean,BE24,2016-06-01,37.75351333,-120.143522,6.023794789,,0.0,1.926459589,
Bean,BE4,2016-06-01,37.75376251,-120.141385,5.263597523,,0.0,1.730008962,
Bean,BE6,2016-06-01,37.75338843,-120.140897,5.070618307,,0.0,1.437154574,
Bean,BE8,2016-06-01,37.75263388,-120.142132,8.994209763,,0.36148255,2.641511981,
Bonita,BO11,2016-07-13,36.04088827,-118.333106,13.70369253,,7.474526275,6.528450976,
Bonita,BO13,2016-07-13,36.03774023,-118.329693,9.023286962,,4.664290967,11.55832664,
Bonita,BO16,2016-07-13,36.03728437,-118.330227,7.272930238,,6.308453533,7.722145246,
Bonita,BO17,2016-07-13,36.03738875,-118.330534,15.28571559,,,6.652211689,
Bonita,BO2,2016-07-13,36.04019003,-118.332431,9.149498322,,2.098930935,3.80052937,
Bonita,BO21,2016-07-13,36.03646599,-118.330256,17.87685768,,4.145388597,10.27623386,
Bonita,BO6,2016-07-13,36.0402798,-118.332006,11.22827825,,4.506871147,7.525786853,
Bonita,BO7,2016-07-13,36.04049153,-118.332985,10.17341492,,5.7837208,7.275358463,
Deer,D11,2016-07-13,39.42819702,-120.650784,15.36029841,,4.466058601,12.68443219,
Deer,D12,2016-07-13,39.42802454,-120.651048,15.31258447,,2.302993665,14.57415042,
Deer,D14,2016-07-13,39.42932558,-120.650599,15.47850049,,1.364305108,10.03017655,
Deer,D15,2016-07-13,39.42949452,-120.650322,16.38317721,,0.938688557,7.594368546,
Deer,D16,2016-07-13,39.42928175,-120.65011,17.20538872,,1.545046383,9.593619084,
Deer,D20,2016-07-13,39.42890242,-120.650167,15.93460375,,1.609180384,7.789854527,
Deer,D21,2016-07-13,39.42906861,-120.649897,13.44354158,,1.107769104,9.729834154,
Deer,D24,2016-07-13,39.42852742,-120.650225,14.77328205,,3.480727134,9.358348887,
East Creek,C1,2015-07-04,40.24418042,-120.900972,11.77637762,,0.958114454,4.284204864,
East Creek,C12,2015-07-04,40.24346585,-120.900515,9.521808277,,0.73010747,2.527008054,
East Creek,C14,2015-07-04,40.24376207,-120.90226,7.830767946,,0.0,1.789176797,
East Creek,C16,2015-07-04,40.24340594,-120.902429,11.6658849,,0.623380797,4.816789112,
East Creek,C21,2015-07-04,40.24314264,-120.902276,15.04195084,,0.123705917,4.349883175,
East Creek,C23,2015-07-04,40.24300747,-120.901803,8.002202411,,0.220730165,2.459702315,
East Creek,C5,2015-07-04,40.24382567,-120.901141,15.4298091,,0.451162756,5.101197957,
East Creek,C8,2015-07-04,40.2435983,-120.900989,6.463977837,,0.325031233,1.639645823,
Goodrich,R11,2015-07-04,40.3652384,-120.950044,6.685136038,,1.789921659,1.944773689,
Goodrich,R15,2015-07-04,40.36300816,-120.953197,11.41231139,,0.0,3.637387052,
Goodrich,R17,2015-07-04,40.36263427,-120.953173,13.06467748,,5.293970248,4.268652426,
Goodrich,R22,2015-07-04,40.36268228,-120.952682,12.02649479,,1.096108378,4.002974896,
Goodrich,R24,2015-07-04,40.3627108,-120.952175,13.16289681,,0.483920188,3.973444726,
Goodrich,R3,2015-07-04,40.36562882,-120.949073,15.51839201,,2.37295803,4.082942661,
Goodrich,R5,2015-07-04,40.365631,-120.94956,12.3842364,,0.174910911,3.39224127,
Goodrich,R7,2015-07-04,40.36563256,-120.950046,12.75677349,,0.979501103,3.33268935,
Greenville,V1,2015-07-04,40.23818046,-120.909457,11.73377377,,1.687866506,4.176728774,
Greenville,V12,2015-07-04,40.23787941,-120.910426,13.20989354,,2.153971901,4.834922199,
Greenville,V14,2015-07-04,40.23923895,-120.909829,13.58251433,,0.0,5.20888689,
Greenville,V21,2015-07-04,40.23927026,-120.910573,16.83028248,,2.298747061,6.761000708,
Greenville,V23,2015-07-04,40.23890324,-120.910805,15.11993081,,1.451282707,5.721490525,
Greenville,V5,2015-07-04,40.2383362,-120.909868,16.5387401,,1.366536272,6.282330371,
Greenville,V8,2015-07-04,40.23824721,-120.910194,12.70597988,,0.858057659,5.413309131,
Loney,L10,2016-07-03,39.42075848,-120.655334,13.5849345,,3.259173313,10.83792182,
Loney,L11,2016-07-03,39.42049541,-120.655402,16.01180989,,5.608809888,10.23975036,
Loney,L4,2016-07-03,39.42012524,-120.654793,9.384489833,,7.188838454,8.198680623,
Loney,L5,2016-07-03,39.4209713,-120.654926,14.42026777,,5.288139885,8.180362042,
Loney,L6,2016-07-03,39.42070463,-120.654992,12.20849529,,9.456849936,7.485004481,
Loney,L7,2016-07-03,39.42043978,-120.65506,12.81621075,,6.611632446,8.657938502,
Martis Control,MC13,2016-06-01,39.30439386,-120.106014,13.63563534,,1.323492562,8.68530765,
Martis Control,MC15,2016-06-01,39.30384095,-120.10685,5.268924604,,1.667484021,1.84549365,
Martis Control,MC19,2016-06-01,39.30469082,-120.106923,14.00687731,,1.183563833,6.3311409,
Martis Control,MC21,2016-06-01,39.30454411,-120.106466,13.29092338,,0.029151818,7.02391005,
Martis Control,MC23,2016-06-01,39.30434091,-120.107112,18.06619916,,1.661653657,10.1630741,
Martis Control,MC3,2016-06-01,39.30377892,-120.107947,14.32069179,,0.239044912,8.56356555,
Martis Control,MC7,2016-06-01,39.3034382,-120.108135,15.48259551,,2.273841846,7.52680485,
Martis Control,MC9,2016-06-01,39.30398804,-120.107308,14.18779661,,0.139928729,10.14777835,
