ID,Site,SampleDate,Latitude,Longitude,SoilC.kg.m2,SoilN.kg.m2,Roots.kg.m2,percentC,Blue,Green,Red,NIR,SWIR_1,SWIR_2,peak_date,Driver,Cdef,Elevation,AET,Flow,Slope,SWE,Annual_Precipitation,Snow_days,Wet_days,Minimum_temperature,Maximum_temperature,NIR_Green,NIR_Red,NDVI,NDWI,EVI,SAVI,BSI,NDSI,NDPI,dBlue,dGreen,dRed,dNIR,dSWIR_1,dSWIR_2,dNDVI,dNDWI,dEVI,dSAVI,dBSI,dNDSI,dNDPI,L1_Clay,L2_Clay,L3_Clay,L4_Clay,L1_Sand,L2_Sand,L3_Sand,L4_Sand,L1_Hydra_Conduc,L2_Hydra_Conduc,L3_Hydra_Conduc,L4_Hydra_Conduc,L1_Organic_Matter,L2_Organic_Matter,L3_Organic_Matter,L4_Organic_Matter
WRS13,Wilson,2022-08-02,38.8244408,-120.255348,4.267091899,0.334765539,0.134098365,2.200048405,0.0355099999999999,0.0644124999999999,0.0540725,0.3762075,0.2046899999999999,0.112785,2022-07-23,LANDSAT_8,5171,2020.82080078125,5712,100,1.6557174114610294,0.0,985,151,0,285.39825439453125,301.3329772949219,5.840597710071804,6.9574645152341725,0.7486636608719902,0.2952629336500845,0.5614778457349923,0.519416197273939,-0.2281276100703972,-0.5212790665266953,0.6496222979587316,10.478661249999998,15.496428125,16.926991875,58.572551875,50.5401146875,30.997012812500003,113.73158876036734,12.85997030013087,73.95294764958469,71.85551767915668,-1.119014801227994,-113.20388540683638,87.31619852111831,5.586320400238037,3.0619146823883057,5.131593704223633,5.367592811584473,77.62773895263672,85.07671356201172,77.62773895263672,77.1982192993164,1.5835894346237183,0.3035150468349457,1.0450328588485718,0.9245217442512512,1.208346962928772,-0.18591149151325226,0.7044655084609985,0.44693487882614136
WRS19,Wilson,2022-08-02,38.82451649,-120.256166,9.943069647,0.526585208,0.431446915,4.276475183,0.034025,0.0649624999999999,0.0515149999999999,0.3452425,0.20612,0.1132799999999999,2022-07-23,LANDSAT_8,5172,2019.3048095703125,5720,101,1.4724283085303849,0.0,986,148,0,285.4275207519531,301.3495483398437,5.314489128343277,6.701785887605556,0.7403199687466527,0.2523249223514476,0.5248339164275327,0.4913159354675038,-0.1909750707525878,-0.5207178626432915,0.628755507046968,10.66975625,15.923242812500003,16.945612031250004,56.38195609375,48.71420671875,28.89881875,118.724353132595,12.8601802685805,71.55790162417262,70.81558659647362,0.506699967909837,-115.70829326555842,91.64129826117345,6.809953689575195,3.4785854816436768,5.808403015136719,5.92710018157959,74.63375854492188,83.61661529541016,75.16325378417969,74.52568817138672,1.6686506271362305,0.5724523067474365,1.1207605600357056,1.0464777946472168,1.3485490083694458,0.05919049680233002,0.5080894827842712,0.3694261610507965
WRS21,Wilson,2022-08-02,38.82400034,-120.256334,8.852436517,0.700946455,1.288510379,5.257738028,0.0399374999999999,0.0713424999999999,0.0637524999999999,0.3487625,0.2497625,0.1497175,2022-07-15,LANDSAT_9,5173,2018.6080322265625,5728,120,1.0299518682289692,0.0,986,152,0,285.4818115234375,301.36151123046875,4.888565721694644,5.470569781577194,0.6909082093984462,0.1654066246188547,0.4976615095028187,0.4685018876402033,-0.107068348013073,-0.5556437925289237,0.5488866624209819,10.2541065625,15.2010884375,17.22117484375,55.89865984375,52.6205928125,33.1414146875,112.3731688479308,3.0026722357572915,68.6487649755193,68.40355518246443,9.19669784420095,-120.6625092345192,80.26693350957584,7.2348456382751465,3.5648648738861084,5.699545383453369,5.751870632171631,72.52641296386719,83.16798400878906,74.02476501464844,73.50641632080078,1.768730640411377,1.0987235307693481,1.2423945665359497,1.2490479946136475,1.5684605836868286,0.4655510485172272,0.20693060755729675,0.227890282869339
WRS7,Wilson,2022-08-02,38.82636462,-120.255742,10.29484299,0.641457182,0.040812546,4.539572039,0.0397724999999999,0.0673274999999999,0.058555,0.3206575,0.2410175,0.1426775,2022-07-15,LANDSAT_9,5168,2021.481201171875,5702,32,1.0386480311203994,0.0,985,148,0,285.328369140625,301.3326721191406,4.7626527050610825,5.476176244556397,0.6911757919372382,0.1417901811545822,0.4770031529953454,0.447165787565577,-0.0922079840606663,-0.5632976049554882,0.540784054062885,10.600471093750002,15.65818171875,17.16568359375,54.27291687500001,50.5035296875,32.16304234374999,115.37884800786856,4.109839859504973,67.28721798138525,67.47944192034873,8.882607297722055,-120.57261183556574,82.20007093666447,6.642073154449463,3.3281266689300537,5.637790203094482,5.723019599914551,74.77733612060547,84.0469970703125,75.69075775146484,75.03499603271484,1.7140613794326782,0.5721012949943542,1.1370974779129028,1.0634149312973022,1.414969563484192,0.07755881547927856,0.5074062347412109,0.38164541125297546
WRS9,Wilson,2022-08-02,38.82582675,-120.255657,9.971826054,0.500291457,1.014483285,1.84171833,0.03881,0.07071,0.0600125,0.351155,0.2414575,0.139735,2022-07-23,LANDSAT_8,5169,2020.584228515625,5702,52,1.069828467850919,0.0,985,152,0,285.330810546875,301.32586669921875,4.966129260359215,5.851364299104352,0.7080873366693622,0.185108312767618,0.5125188799814104,0.4792903061182493,-0.1279874463977091,-0.5469739803150553,0.5738201447006512,10.3226325,15.327515625,16.746213125,56.51749343749999,54.033174375,33.1833171875,112.86524475841244,1.8126370195747068,71.17967393928507,69.73937172520914,8.439988899057496,-119.46820652266749,81.34553181766282,7.315452575683594,3.601783037185669,5.727989196777344,5.754922389984131,72.10037231445312,83.04228210449219,73.8668441772461,73.39071655273438,1.8569310903549194,1.0080876350402832,1.2685613632202148,1.2732807397842407,1.6819626092910767,0.416732519865036,0.20707465708255768,0.25511497259140015
WRSY,Wilson,2022-08-02,38.81993696,-120.257677,1.848819006,0.227731804,0.618018553,1.038915306,0.04607,0.06774,0.0633125,0.2871075,0.2413199999999999,0.1441625,2022-08-08,LANDSAT_8,5184,2014.4896240234373,5770,70,1.272302385614011,0.0,986,149,0,285.7146911621094,301.400634765625,4.238374667847651,4.53476801579467,0.6386479082244164,0.0866485941780093,0.4233866772105799,0.3947373062721949,-0.0447547075147772,-0.5616385167928556,0.4876267506748808,9.8286896875,14.642867187499998,16.430064687499996,48.0906875,46.5767196875,30.4021478125,105.14340930843572,1.175269587005081,58.6981383337908,59.04201579691547,11.631116803533372,-113.74263998088824,74.71647367163561,6.373225688934326,3.539257287979126,5.2376532554626465,5.454099178314209,75.24826049804688,83.5215835571289,76.4433822631836,75.92364501953125,1.540399193763733,0.6542630195617676,1.090213418006897,1.0551952123641968,1.3955650329589844,0.08774299174547195,0.416181355714798,0.2891277074813843
WRSZ,Wilson,2022-08-02,38.81940596,-120.257219,5.384629693,0.404013558,1.422608745,2.47587542,0.0283875,0.0494799999999999,0.0404325,0.2890325,0.169215,0.0927925,2022-07-23,LANDSAT_8,5184,2015.8221435546875,5767,47,3.241340728465472,0.0,986,146,1,285.6958312988281,301.386474609375,5.841400565885207,7.148519136832992,0.7545566296875238,0.2614689660063612,0.471289895419521,0.449566889501064,-0.2044757075706622,-0.5474976565536478,0.6398848918904045,7.643768125,11.5998665625,11.481131875,46.82990000000001,33.0736128125,20.0172590625,134.0099306753727,36.01136416554989,69.274234269998,68.75916736490939,-19.711174654073623,-108.7960026424778,109.97204572189602,5.8679986000061035,2.868757724761963,5.353955268859863,5.486008167266846,76.7049331665039,85.42241668701172,76.7049331665039,76.21774291992188,1.520067572593689,0.4016207456588745,1.0190247297286987,0.8967158794403076,1.1090420484542847,-0.2599000036716461,0.7055594325065613,0.4346083402633667
CH01,Childs,2023-07-21,40.341096,-121.488297,8.872959971,0.700172176,2.256350755,4.116292255,0.0293225,0.0616349999999999,0.043045,0.36078,0.16696,0.0812149999999999,2023-07-01,LANDSAT_8,4225,1480.9114990234375,4879,11,1.592519997231248,159.19639587402344,1458,193,1,280.9056396484375,306.7160339355469,5.853492333901194,8.381461261470555,0.7868135949978332,0.367264183120476,0.5677362291779274,0.5273172350842255,-0.3001087305191153,-0.4607493602222271,0.7154684586888207,7.149257187499999,11.647855,12.1077925,47.2805778125,38.309194375,22.7537540625,102.27645970583592,21.347948131917867,62.57400718917624,62.14788210013113,-9.434027079574363,-87.29585938315222,81.56321893981263,18.055959701538086,16.417003631591797,21.604774475097656,22.53919792175293,40.8021240234375,51.867523193359375,41.722537994384766,43.05542755126953,0.41453757882118225,0.28969886898994446,0.32867231965065,0.17445288598537445,0.3503071367740631,-0.5917933583259583,0.16201646625995636,-0.05216742306947708
CH02,Childs,2023-07-21,40.341665,-121.488444,5.253506812,0.239593476,0.378973641,1.944527453,0.0325399999999999,0.060645,0.046125,0.284495,0.1604425,0.088695,2023-06-15,LANDSAT_8,4225,1480.5562744140625,4878,11,1.3752887452442957,159.68655395507812,1459,189,0,280.8936462402344,306.7125244140625,4.691153433918707,6.167913279132791,0.7209787671647208,0.2788088214636887,0.4524197252494885,0.4304676025137849,-0.2109758834230164,-0.4513936789732571,0.6287067326023011,7.703777708333333,11.253177499999998,11.438165416666664,40.45435958333333,35.080160625000005,22.94755020833333,98.89089425534394,10.980766569074849,55.06125616280026,54.56387673078186,-1.2000197720502497,-92.1496945422031,72.15095224204333,12.578720092773438,12.332121849060059,12.628310203552246,12.585317611694336,45.502044677734375,69.94466400146484,44.70479202270508,42.89255142211914,0.8723733425140381,-0.22979718446731567,0.8848183155059814,0.8963763117790222,0.7579743266105652,-1.2538018226623535,0.6172154545783997,0.15390735864639282
CH03,Childs,2023-07-21,40.341444,-121.488591,5.175052125,0.277707252,1.451760563,2.137904377,0.0295149999999999,0.0652375,0.04607,0.3476349999999999,0.1721025,0.0927649999999999,2023-06-15,LANDSAT_8,4225,1481.522705078125,4879,11,1.717151277054653,159.03553771972656,1458,190,0,280.8995056152344,306.7149353027344,5.328760298907836,7.545799869763403,0.7659669041541255,0.3377329902114048,0.5374752484953045,0.5061485613261647,-0.2670443331135645,-0.4502612286171736,0.6783793779034343,8.125122916666665,12.465198125,13.310215833333334,44.80873875,40.780738125,26.282974166666666,94.91613198236362,8.03490094532762,56.832822025032456,56.42784107397545,2.2037478754856634,-92.62338405750693,69.18137775823274,12.604631423950195,9.971742630004883,11.943168640136719,11.540425300598145,47.24604415893555,64.58517456054688,50.635169982910156,52.483436584472656,0.7258768677711487,0.7370953559875488,0.5751679539680481,0.5970792770385742,0.9052973389625549,-0.6236237287521362,0.49699676036834717,0.08966466784477234
CH04,Childs,2023-07-21,40.340901,-121.487213,3.142165842,0.1943558,2.536208214,1.485530042,0.024015,0.055035,0.0334474999999999,0.4051925,0.126535,0.0597924999999999,2023-06-15,LANDSAT_8,4227,1479.476318359375,4877,13,0.7080079051843522,159.976806640625,1457,191,11,280.9124755859375,306.71453857421875,7.362451167438903,12.114283578742809,0.8474945285427685,0.5240607265939791,0.6518342784399954,0.5940696113525952,-0.4569408849437364,-0.3937875199647519,0.7999283924414046,7.38542625,11.327448125,11.096809062499998,45.8038475,34.5282803125,20.05635375,101.26358373108908,23.062210182654866,62.78983239279984,61.40944511120201,-12.763519591471278,-83.32521852908764,81.90761693990146,14.149225234985352,12.659534454345703,14.520610809326172,15.325393676757812,51.65311813354492,53.77470016479492,51.1251106262207,50.552268981933594,0.6166019439697266,0.511816143989563,0.5761507749557495,0.5762256979942322,0.7880918979644775,-0.30655011534690857,0.6768237948417664,0.4559307396411896
CH05,Childs,2023-07-21,40.340258,-121.486554,14.32546639,1.267876052,2.681967307,7.260146015,0.0262975,0.058995,0.0353175,0.4115725,0.144685,0.0694175,2023-06-23,LANDSAT_9,4227,1478.6470947265625,4876,16,0.7150156779934888,159.97152709960938,1457,198,12,280.92498779296875,306.7168273925781,6.97639630477159,11.653500389325409,0.8419409698136007,0.4797912837130286,0.659519700752938,0.5960380825650288,-0.4173474300927781,-0.4207089552238804,0.7821080161249118,7.168471875,11.61867875,12.934715625,43.57012312500001,40.134026875,25.304380625,84.6096169001062,6.499480613878896,52.6910038354479,52.95152293723695,2.84210021201611,-85.2602146192319,61.375816782163,16.953262329101562,22.775638580322266,17.3348388671875,20.21712303161621,52.917144775390625,47.568031311035156,51.958778381347656,49.47959518432617,0.6491131782531738,-0.5629328489303589,0.6283813714981079,0.6384188532829285,0.4499967694282532,-0.35091403126716614,0.44746044278144836,0.42722365260124207
CH07,Childs,2023-07-21,40.340602,-121.4874,9.573636441,0.611380913,7.387070819,4.613378726,0.0233549999999999,0.0626249999999999,0.03595,0.392845,0.1290925,0.06213,2023-06-15,LANDSAT_8,4224,1479.440185546875,4880,13,1.1291747257011184,159.7025146484375,1458,199,13,280.91802978515625,306.71826171875,6.27297405189621,10.927538247566062,0.8323208059795474,0.505333492994851,0.6224699269036702,0.5763839167954179,-0.4321045002731218,-0.3466950069764107,0.7843848778894706,7.215844062499999,11.912325,13.410523625,43.264701,39.9131103125,25.3201033125,80.57369981480946,7.428098028589245,51.00332101752199,51.21697736746155,2.469941337416702,-80.73117440725241,59.741582682642544,15.742622375488281,19.280048370361328,16.087665557861328,18.165775299072266,51.900596618652344,52.163368225097656,50.84828567504883,48.66438674926758,0.682285726070404,-0.3189067542552948,0.6685510277748108,0.6766112446784973,0.5572554469108582,-0.4807235598564148,0.5272237658500671,0.40743932127952576
CH08,Childs,2023-07-21,40.340556,-121.485676,6.817928072,0.285084528,0.974448122,2.389122401,0.0322375,0.067245,0.048655,0.3176049999999999,0.1719925,0.0992549999999999,2023-06-15,LANDSAT_8,4225,1478.309326171875,4873,18,1.2418697900495652,161.0384521484375,1457,187,0,280.9200744628906,306.71051025390625,4.723102089374675,6.527694995375603,0.7343144214492436,0.2974126706120844,0.491590682898877,0.4657089095652574,-0.2264632158320039,-0.4378389675531637,0.6349311754228825,8.419264930555556,12.21387076388889,12.82209972222222,41.62286576388888,36.056962013888885,23.344813541666664,94.56984010132196,11.322066297087323,54.22822963077583,53.46018689135035,-0.5996985699356512,-89.60358773200903,70.96174539089749,12.588521957397461,12.531182289123535,12.646214485168457,12.591473579406738,45.67272186279297,69.9820327758789,44.69593811035156,42.90422821044922,0.909471869468689,-0.2404395043849945,0.9316109418869019,0.946166455745697,0.7357126474380493,-1.2833136320114136,0.6065132021903992,0.14414657652378082
CH09,Childs,2023-07-21,40.340509,-121.485686,9.910978014,0.644729664,0.196288912,4.484190724,0.0312474999999999,0.0693075,0.0415599999999999,0.44031,0.1767774999999999,0.0844325,2023-06-15,LANDSAT_8,4225,1478.473388671875,4873,17,0.9397036617059352,160.7956085205078,1457,195,0,280.9200744628906,306.71051025390625,6.352992100422031,10.594562078922046,0.8275053437649159,0.4270585613871615,0.6849897487741046,0.6091692382902014,-0.3670413613665848,-0.4367190198508643,0.7586586408469648,8.664156624999999,13.457302125,14.442803125,50.74998612500001,45.1184715,28.0513995,94.00983646378052,8.646536354652866,63.0484808906487,61.06115543781932,0.5373474065983999,-92.34659182215782,70.2188780702808,12.598212242126465,12.568206787109375,12.660935401916504,12.589096069335938,45.5195426940918,70.3935546875,44.5,42.5,0.8920360803604126,-0.2871023714542389,0.9120339751243591,0.926973283290863,0.7589763402938843,-1.3027513027191162,0.6323727965354919,0.16144481301307678
CH10,Childs,2023-07-21,40.340062,-121.485823,16.23858875,1.228434433,0.956179648,7.171199407,0.0322099999999999,0.0737074999999999,0.045355,0.4799925,0.17587,0.083635,2023-06-23,LANDSAT_9,4226,1477.9949951171875,4874,19,0.6357265043908945,160.12449645996094,1457,195,11,280.9316711425781,306.7167053222656,6.512125631719976,10.583011795832872,0.8273333365058367,0.4636985648668737,0.7193376904731562,0.635839313013393,-0.3967365554195882,-0.4093417876210798,0.7705670716963606,7.628044062499999,12.249322812499996,13.6958434375,47.40026625,44.261024375000005,27.450246875000005,84.14895524379475,3.992385588180966,56.39523337453393,55.597905564302856,4.158321691868322,-87.77094918398552,61.24954818662,11.961701393127441,10.715606689453125,11.803107261657715,11.555964469909668,47.762271881103516,70.04886627197266,47.4136848449707,45.612335205078125,0.8595941662788391,0.006751218810677528,0.8686855435371399,0.8929969072341919,0.7909815907478333,-1.0484246015548706,0.6349642872810364,0.21136988699436188
CH16,Childs,2023-07-26,40.320583,-121.472817,7.328408999,0.541932044,3.761750665,4.900360704,0.0221724999999999,0.0516249999999999,0.0319349999999999,0.4115725,0.1451799999999999,0.067465,2023-07-09,LANDSAT_9,4236,1463.79150390625,4893,51,1.2284429176473022,137.3629913330078,1466,195,0,281.3598937988281,306.8807373046875,7.972348668280876,12.887819007358702,0.8559889066137552,0.4784756242675158,0.6605199950239711,0.603552435990175,-0.4201126280980913,-0.4753690200960342,0.792794670566125,5.7883475,9.590881125,8.4981535,50.448736625,26.4033925,13.015417625,120.45558040250909,50.16120337440039,76.4080706100397,73.56989706552781,-37.7438090065885,-83.53413094496554,109.0556753418337,12.449553489685059,12.188027381896973,12.45340633392334,12.351990699768066,45.75810623168945,69.80935668945312,44.9588508605957,43.350669860839844,0.909428060054779,-0.1801580935716629,0.9305012822151184,0.9475680589675903,0.7321756482124329,-1.241090178489685,0.5912119746208191,0.1335330456495285
